"","Hit","TTseq_Pos","TTseq_Neg","TTseq_Total","RNAseq_Pos","RNAseq_Neg","RNAseq_Total","TPM_TTseq_Total","TPM_TTseq_Pos","TPM_TTseq_Neg","TPM_RNAseq_Total","TPM_RNAseq_Pos","TPM_RNAseq_Neg","FractionPos_TTseq","FractionPos_RNAseq","Ratio_TTversusRNA","PassThresh_TT","PassThresh_RNA","TT_Enrich"
"Enh110",FALSE,8,5,13,0,0,0,0.205000630850018,0.126154234369242,0.0788463964807763,0,0,0,0.615384615384615,0,1301,TRUE,FALSE,TRUE
"Enh111",FALSE,10,7,17,0,0,0,0.268077748034639,0.157692792961553,0.110384955073087,0,0,0,0.588235294117647,0,1701,TRUE,FALSE,TRUE
"Enh112",FALSE,0,2,2,0,1,1,0.0315385585923105,0,0.0315385585923105,0.0150922795549583,0,0.0150922795549583,0,0,1.99009900990099,FALSE,FALSE,FALSE
"Enh113",FALSE,0,1,1,0,0,0,0.0157692792961553,0,0.0157692792961553,0,0,0,0,0,101,FALSE,FALSE,FALSE
"Enh114",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh115",FALSE,1,1,2,0,1,1,0.0315385585923105,0.0157692792961553,0.0157692792961553,0.0150922795549583,0,0.0150922795549583,0.5,0,1.99009900990099,FALSE,FALSE,FALSE
"Enh118",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh119",FALSE,32,4,36,12,5,17,0.567694054661589,0.504616937476968,0.063077117184621,0.25656875243429,0.181107354659499,0.0754613977747913,0.888888888888889,0.705882352941177,2.11699000587889,TRUE,TRUE,TRUE
"Enh120",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh123",FALSE,26,0,26,16,0,16,0.410001261700036,0.410001261700036,0,0.241476472879332,0.241476472879332,0,1,1,1.62460961898813,TRUE,TRUE,TRUE
"Enh209",FALSE,0,1,1,0,3,3,0.0157692792961553,0,0.0157692792961553,0.0452768386648748,0,0.0452768386648748,0,0,0.335548172757475,FALSE,TRUE,FALSE
"Enh191",FALSE,4,0,4,6,0,6,0.063077117184621,0.063077117184621,0,0.0905536773297495,0.0905536773297495,0,1,1,0.667221297836938,TRUE,TRUE,FALSE
"Enh244",TRUE,2,5,7,2,3,5,0.110384955073087,0.0315385585923105,0.0788463964807763,0.0754613977747913,0.0301845591099165,0.0452768386648748,0.285714285714286,0.4,1.39920159680639,TRUE,TRUE,TRUE
"Enh247",TRUE,25,11,36,8,9,17,0.567694054661589,0.394231982403881,0.173462072257708,0.25656875243429,0.120738236439666,0.135830515994624,0.694444444444444,0.470588235294118,2.11699000587889,TRUE,TRUE,TRUE
"Enh248",TRUE,31,11,42,9,5,14,0.66230973043852,0.488847658180813,0.173462072257708,0.211291913769416,0.135830515994624,0.0754613977747913,0.738095238095238,0.642857142857143,2.99857244825125,TRUE,TRUE,TRUE
"Enh249",TRUE,36,16,52,12,4,16,0.820002523400073,0.567694054661589,0.252308468738484,0.241476472879332,0.181107354659499,0.060369118219833,0.692307692307692,0.75,3.24859462835728,TRUE,TRUE,TRUE
"Enh250",FALSE,36,13,49,11,3,14,0.772694685511607,0.567694054661589,0.205000630850018,0.211291913769416,0.166015075104541,0.0452768386648748,0.73469387755102,0.785714285714286,3.49821556031406,TRUE,TRUE,TRUE
"Enh177",TRUE,0,1,1,0,0,0,0.0157692792961553,0,0.0157692792961553,0,0,0,0,0,101,FALSE,FALSE,FALSE
"Enh180",FALSE,2,3,5,0,1,1,0.0788463964807763,0.0315385585923105,0.0473078378884657,0.0150922795549583,0,0.0150922795549583,0.4,0,4.96039603960396,TRUE,FALSE,TRUE
"Enh181",FALSE,4,0,4,4,0,4,0.063077117184621,0.063077117184621,0,0.060369118219833,0.060369118219833,0,1,1,1,TRUE,TRUE,FALSE
"Enh188",TRUE,18,102,120,6,18,24,1.89231351553863,0.283847027330794,1.60846648820784,0.362214709318998,0.0905536773297495,0.271661031989249,0.15,0.25,4.99833402748855,TRUE,TRUE,TRUE
"Enh198",FALSE,2,3,5,1,0,1,0.0788463964807763,0.0315385585923105,0.0473078378884657,0.0150922795549583,0.0150922795549583,0,0.4,1,4.96039603960396,TRUE,FALSE,TRUE
"Enh199",TRUE,5,0,5,2,0,2,0.0788463964807763,0.0788463964807763,0,0.0301845591099165,0.0301845591099165,0,1,1,2.49253731343284,TRUE,FALSE,TRUE
"Enh200",TRUE,7,0,7,1,0,1,0.110384955073087,0.110384955073087,0,0.0150922795549583,0.0150922795549583,0,1,1,6.94059405940594,TRUE,FALSE,TRUE
"Enh201",FALSE,0,21,21,0,2,2,0.33115486521926,0,0.33115486521926,0.0301845591099165,0,0.0301845591099165,0,0,10.452736318408,TRUE,FALSE,TRUE
"Enh202",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh203",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh204",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh205",FALSE,37,13,50,7,3,10,0.788463964807762,0.583463333957744,0.205000630850018,0.150922795549583,0.105645956884708,0.0452768386648748,0.74,0.7,4.996003996004,TRUE,TRUE,TRUE
"Enh206",TRUE,0,18,18,0,5,5,0.283847027330794,0,0.283847027330794,0.0754613977747913,0,0.0754613977747913,0,0,3.59481037924152,TRUE,TRUE,TRUE
"Enh207",FALSE,15,4,19,4,0,4,0.29961630662695,0.236539189442329,0.063077117184621,0.060369118219833,0.060369118219833,0,0.789473684210526,1,4.74064837905237,TRUE,TRUE,TRUE
"Enh208",FALSE,3,0,3,3,0,3,0.0473078378884657,0.0473078378884657,0,0.0452768386648748,0.0452768386648748,0,1,1,1,TRUE,TRUE,FALSE
"Enh210",TRUE,5,0,5,1,0,1,0.0788463964807763,0.0788463964807763,0,0.0150922795549583,0.0150922795549583,0,1,1,4.96039603960396,TRUE,FALSE,TRUE
"Enh211",TRUE,12,1,13,8,0,8,0.205000630850018,0.189231351553863,0.0157692792961553,0.120738236439666,0.120738236439666,0,0.923076923076923,1,1.62421972534332,TRUE,TRUE,TRUE
"Enh212",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh213",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh214",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh215",FALSE,3,0,3,0,0,0,0.0473078378884657,0.0473078378884657,0,0,0,0,1,0,301,TRUE,FALSE,TRUE
"Enh216",FALSE,2,29,31,0,19,19,0.488847658180813,0.0315385585923105,0.457309099588502,0.286753311544207,0,0.286753311544207,0.0645161290322581,0,1.63124671225671,TRUE,TRUE,TRUE
"Enh217",FALSE,0,1,1,0,0,0,0.0157692792961553,0,0.0157692792961553,0,0,0,0,0,101,FALSE,FALSE,FALSE
"Enh218",TRUE,40,16,56,7,10,17,0.883079640584694,0.63077117184621,0.252308468738484,0.25656875243429,0.105645956884708,0.150922795549583,0.714285714285714,0.411764705882353,3.29276895943563,TRUE,TRUE,TRUE
"Enh219",TRUE,35,57,92,9,12,21,1.45077369524628,0.551924775365434,0.898848919880849,0.316937870654123,0.135830515994624,0.181107354659499,0.380434782608696,0.428571428571429,4.37934316991909,TRUE,TRUE,TRUE
"Enh220",TRUE,58,157,215,7,22,29,3.39039504867338,0.914618199177004,2.47577684949637,0.437676107093789,0.105645956884708,0.332030150209082,0.269767441860465,0.241379310344828,7.41158221302999,TRUE,TRUE,TRUE
"Enh221",FALSE,40,25,65,3,6,9,1.02500315425009,0.63077117184621,0.394231982403881,0.135830515994624,0.0452768386648748,0.0905536773297495,0.615384615384615,0.333333333333333,7.21531631520533,TRUE,TRUE,TRUE
"Enh222",FALSE,29,20,49,9,3,12,0.772694685511607,0.457309099588502,0.315385585923105,0.181107354659499,0.135830515994624,0.0452768386648748,0.591836734693878,0.75,4.08076602830974,TRUE,TRUE,TRUE
"Enh223",FALSE,22,288,310,11,23,34,4.88847658180813,0.346924144515415,4.54155243729271,0.513137504868581,0.166015075104541,0.34712242976404,0.0709677419354839,0.323529411764706,9.11526021758306,TRUE,TRUE,TRUE
"Enh224",FALSE,10,8,18,4,0,4,0.283847027330794,0.157692792961553,0.126154234369242,0.060369118219833,0.060369118219833,0,0.555555555555556,1,4.49127182044888,TRUE,TRUE,TRUE
"Enh225",TRUE,11,15,26,3,1,4,0.410001261700036,0.173462072257708,0.236539189442329,0.060369118219833,0.0452768386648748,0.0150922795549583,0.423076923076923,0.75,6.48628428927681,TRUE,TRUE,TRUE
"Enh226",FALSE,9,18,27,5,6,11,0.425770540996192,0.141923513665397,0.283847027330794,0.166015075104541,0.0754613977747913,0.0905536773297495,0.333333333333333,0.454545454545455,2.45322434150772,TRUE,TRUE,TRUE
"Enh227",FALSE,13,19,32,10,7,17,0.504616937476968,0.205000630850018,0.29961630662695,0.25656875243429,0.150922795549583,0.105645956884708,0.40625,0.588235294117647,1.88183421516755,TRUE,TRUE,TRUE
"Enh228",TRUE,17,33,50,10,9,19,0.788463964807762,0.268077748034639,0.520386216773123,0.286753311544207,0.150922795549583,0.135830515994624,0.34,0.526315789473684,2.63072067332983,TRUE,TRUE,TRUE
"Enh229",FALSE,12,0,12,5,0,5,0.189231351553863,0.189231351553863,0,0.0754613977747913,0.0754613977747913,0,1,1,2.39720558882236,TRUE,TRUE,TRUE
"Enh230",FALSE,0,14,14,0,17,17,0.220769910146173,0,0.220769910146173,0.25656875243429,0,0.25656875243429,0,0,0.82363315696649,TRUE,TRUE,FALSE
"Enh231",FALSE,0,4,4,0,0,0,0.063077117184621,0,0.063077117184621,0,0,0,0,0,401,TRUE,FALSE,TRUE
"Enh232",TRUE,0,4,4,2,0,2,0.063077117184621,0,0.063077117184621,0.0301845591099165,0.0301845591099165,0,0,1,1.99502487562189,TRUE,FALSE,TRUE
"Enh233",FALSE,7,6,13,3,0,3,0.205000630850018,0.110384955073087,0.0946156757769315,0.0452768386648748,0.0452768386648748,0,0.538461538461538,1,4.32225913621263,TRUE,TRUE,TRUE
"Enh234",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh235",FALSE,2,0,2,0,0,0,0.0315385585923105,0.0315385585923105,0,0,0,0,1,0,201,FALSE,FALSE,FALSE
"Enh236",FALSE,1,3,4,0,0,0,0.063077117184621,0.0157692792961553,0.0473078378884657,0,0,0,0.25,0,401,TRUE,FALSE,TRUE
"Enh237",TRUE,0,7,7,0,0,0,0.110384955073087,0,0.110384955073087,0,0,0,0,0,701,TRUE,FALSE,TRUE
"Enh238",FALSE,0,3,3,0,1,1,0.0473078378884657,0,0.0473078378884657,0.0150922795549583,0,0.0150922795549583,0,0,2.98019801980198,TRUE,FALSE,TRUE
"Enh239",FALSE,4,2,6,1,1,2,0.0946156757769315,0.063077117184621,0.0315385585923105,0.0301845591099165,0.0150922795549583,0.0150922795549583,0.666666666666667,0.5,2.99004975124378,TRUE,FALSE,TRUE
"Enh240",FALSE,0,2,2,0,0,0,0.0315385585923105,0,0.0315385585923105,0,0,0,0,0,201,FALSE,FALSE,FALSE
"Enh241",TRUE,1,0,1,20,1,21,0.0157692792961553,0.0157692792961553,0,0.316937870654123,0.301845591099165,0.0150922795549583,1,0.952380952380952,0.0480723465016659,FALSE,TRUE,FALSE
"Enh242",FALSE,1,0,1,8,0,8,0.0157692792961553,0.0157692792961553,0,0.120738236439666,0.120738236439666,0,1,1,0.126092384519351,FALSE,TRUE,FALSE
"Enh243",FALSE,0,0,0,8,0,8,0,0,0,0.120738236439666,0.120738236439666,0,0,1,0.00124843945068664,FALSE,TRUE,FALSE
"Enh245",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh246",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh178",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh179",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh182",FALSE,0,0,0,1,1,2,0,0,0,0.0301845591099165,0.0150922795549583,0.0150922795549583,0,0.5,0.00497512437810945,FALSE,FALSE,FALSE
"Enh183",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh184",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh185",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh186",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh187",FALSE,0,2,2,0,0,0,0.0315385585923105,0,0.0315385585923105,0,0,0,0,0,201,FALSE,FALSE,FALSE
"Enh189",FALSE,2,0,2,0,0,0,0.0315385585923105,0.0315385585923105,0,0,0,0,1,0,201,FALSE,FALSE,FALSE
"Enh190",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh192",FALSE,6,0,6,8,0,8,0.0946156757769315,0.0946156757769315,0,0.120738236439666,0.120738236439666,0,1,1,0.750312109862672,TRUE,TRUE,FALSE
"Enh193",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh194",FALSE,0,1,1,0,2,2,0.0157692792961553,0,0.0157692792961553,0.0301845591099165,0,0.0301845591099165,0,0,0.502487562189055,FALSE,FALSE,FALSE
"Enh195",FALSE,1,208,209,0,12,12,3.29577937289645,0.0157692792961553,3.28001009360029,0.181107354659499,0,0.181107354659499,0.00478468899521531,0,17.4029975020816,TRUE,TRUE,TRUE
"Enh196",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh197",FALSE,0,99,99,0,131,131,1.56115865031937,0,1.56115865031937,1.97708862169953,0,1.97708862169953,0,0,0.75574383634837,TRUE,TRUE,FALSE
"Enh253",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh271",FALSE,2,0,2,0,2,2,0.0315385585923105,0.0315385585923105,0,0.0301845591099165,0,0.0301845591099165,1,0,1,FALSE,FALSE,FALSE
"Enh280",FALSE,1,6,7,0,2,2,0.110384955073087,0.0157692792961553,0.0946156757769315,0.0301845591099165,0,0.0301845591099165,0.142857142857143,0,3.48756218905473,TRUE,FALSE,TRUE
"Enh281",FALSE,0,43,43,0,13,13,0.678079009734676,0,0.678079009734676,0.196199634214457,0,0.196199634214457,0,0,3.30591852421214,TRUE,TRUE,TRUE
"Enh282",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh283",FALSE,4,0,4,0,0,0,0.063077117184621,0.063077117184621,0,0,0,0,1,0,401,TRUE,FALSE,TRUE
"Enh284",FALSE,4,0,4,0,0,0,0.063077117184621,0.063077117184621,0,0,0,0,1,0,401,TRUE,FALSE,TRUE
"Enh251",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh252",TRUE,1,1,2,1,0,1,0.0315385585923105,0.0157692792961553,0.0157692792961553,0.0150922795549583,0.0150922795549583,0,0.5,1,1.99009900990099,FALSE,FALSE,FALSE
"Enh254",FALSE,52,0,52,11,0,11,0.820002523400073,0.820002523400073,0,0.166015075104541,0.166015075104541,0,1,1,4.72388737511353,TRUE,TRUE,TRUE
"Enh255",FALSE,4,0,4,0,0,0,0.063077117184621,0.063077117184621,0,0,0,0,1,0,401,TRUE,FALSE,TRUE
"Enh256",FALSE,11,26,37,9,3,12,0.583463333957744,0.173462072257708,0.410001261700036,0.181107354659499,0.135830515994624,0.0452768386648748,0.297297297297297,0.75,3.08159866777685,TRUE,TRUE,TRUE
"Enh257",TRUE,1,3,4,0,0,0,0.063077117184621,0.0157692792961553,0.0473078378884657,0,0,0,0.25,0,401,TRUE,FALSE,TRUE
"Enh258",TRUE,2,2,4,0,0,0,0.063077117184621,0.0315385585923105,0.0315385585923105,0,0,0,0.5,0,401,TRUE,FALSE,TRUE
"Enh259",TRUE,1,11,12,0,4,4,0.189231351553863,0.0157692792961553,0.173462072257708,0.060369118219833,0,0.060369118219833,0.0833333333333333,0,2.99501246882793,TRUE,TRUE,TRUE
"Enh260",FALSE,4,0,4,1,1,2,0.063077117184621,0.063077117184621,0,0.0301845591099165,0.0150922795549583,0.0150922795549583,1,0.5,1.99502487562189,TRUE,FALSE,TRUE
"Enh261",FALSE,3,0,3,0,1,1,0.0473078378884657,0.0473078378884657,0,0.0150922795549583,0,0.0150922795549583,1,0,2.98019801980198,TRUE,FALSE,TRUE
"Enh262",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh263",FALSE,0,0,0,0,1,1,0,0,0,0.0150922795549583,0,0.0150922795549583,0,0,0.0099009900990099,FALSE,FALSE,FALSE
"Enh264",FALSE,0,1,1,0,0,0,0.0157692792961553,0,0.0157692792961553,0,0,0,0,0,101,FALSE,FALSE,FALSE
"Enh265",FALSE,1,1,2,0,0,0,0.0315385585923105,0.0157692792961553,0.0157692792961553,0,0,0,0.5,0,201,FALSE,FALSE,FALSE
"Enh266",FALSE,2,0,2,0,0,0,0.0315385585923105,0.0315385585923105,0,0,0,0,1,0,201,FALSE,FALSE,FALSE
"Enh267",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh268",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh269",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh270",FALSE,3,1,4,0,3,3,0.063077117184621,0.0473078378884657,0.0157692792961553,0.0452768386648748,0,0.0452768386648748,0.75,0,1.33222591362126,TRUE,TRUE,TRUE
"Enh272",FALSE,1,2,3,0,1,1,0.0473078378884657,0.0157692792961553,0.0315385585923105,0.0150922795549583,0,0.0150922795549583,0.333333333333333,0,2.98019801980198,TRUE,FALSE,TRUE
"Enh273",FALSE,1,1,2,0,0,0,0.0315385585923105,0.0157692792961553,0.0157692792961553,0,0,0,0.5,0,201,FALSE,FALSE,FALSE
"Enh274",FALSE,0,1,1,0,0,0,0.0157692792961553,0,0.0157692792961553,0,0,0,0,0,101,FALSE,FALSE,FALSE
"Enh275",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh276",FALSE,0,1,1,0,0,0,0.0157692792961553,0,0.0157692792961553,0,0,0,0,0,101,FALSE,FALSE,FALSE
"Enh277",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh278",FALSE,1,0,1,0,1,1,0.0157692792961553,0.0157692792961553,0,0.0150922795549583,0,0.0150922795549583,1,0,1,FALSE,FALSE,FALSE
"Enh279",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh296",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh287",FALSE,1,5,6,0,0,0,0.0946156757769315,0.0157692792961553,0.0788463964807763,0,0,0,0.166666666666667,0,601,TRUE,FALSE,TRUE
"Enh288",FALSE,0,1,1,0,0,0,0.0157692792961553,0,0.0157692792961553,0,0,0,0,0,101,FALSE,FALSE,FALSE
"Enh289",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh290",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh291",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh292",FALSE,62,0,62,2,0,2,0.977695316361625,0.977695316361625,0,0.0301845591099165,0.0301845591099165,0,1,1,30.8507462686567,TRUE,FALSE,TRUE
"Enh293",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh294",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh295",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh297",FALSE,3,23,26,0,2,2,0.410001261700036,0.0473078378884657,0.362693423811571,0.0301845591099165,0,0.0301845591099165,0.115384615384615,0,12.9402985074627,TRUE,FALSE,TRUE
"Enh298",FALSE,5,3,8,0,0,0,0.126154234369242,0.0788463964807763,0.0473078378884657,0,0,0,0.625,0,801,TRUE,FALSE,TRUE
"Enh299",FALSE,5,12,17,0,0,0,0.268077748034639,0.0788463964807763,0.189231351553863,0,0,0,0.294117647058824,0,1701,TRUE,FALSE,TRUE
"Enh300",FALSE,1,1,2,1,0,1,0.0315385585923105,0.0157692792961553,0.0157692792961553,0.0150922795549583,0.0150922795549583,0,0.5,1,1.99009900990099,FALSE,FALSE,FALSE
"Enh301",FALSE,5,5,10,4,1,5,0.157692792961553,0.0788463964807763,0.0788463964807763,0.0754613977747913,0.060369118219833,0.0150922795549583,0.5,0.8,1.99800399201597,TRUE,TRUE,TRUE
"Enh302",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh303",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh304",TRUE,7,3,10,1,1,2,0.157692792961553,0.110384955073087,0.0473078378884657,0.0301845591099165,0.0150922795549583,0.0150922795549583,0.7,0.5,4.98009950248756,TRUE,FALSE,TRUE
"Enh305",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh306",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh307",FALSE,0,1,1,1,0,1,0.0157692792961553,0,0.0157692792961553,0.0150922795549583,0.0150922795549583,0,0,1,1,FALSE,FALSE,FALSE
"Enh308",TRUE,4,56,60,1,14,15,0.946156757769315,0.063077117184621,0.883079640584694,0.226384193324374,0.0150922795549583,0.211291913769416,0.0666666666666667,0.0666666666666667,3.99800133244504,TRUE,TRUE,TRUE
"Enh309",TRUE,1,4,5,0,0,0,0.0788463964807763,0.0157692792961553,0.063077117184621,0,0,0,0.2,0,501,TRUE,FALSE,TRUE
"Enh310",FALSE,0,0,0,2,0,2,0,0,0,0.0301845591099165,0.0301845591099165,0,0,1,0.00497512437810945,FALSE,FALSE,FALSE
"Enh311",FALSE,1,0,1,1,0,1,0.0157692792961553,0.0157692792961553,0,0.0150922795549583,0.0150922795549583,0,1,1,1,FALSE,FALSE,FALSE
"Enh312",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh313",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh314",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh315",FALSE,2,1,3,1,0,1,0.0473078378884657,0.0315385585923105,0.0157692792961553,0.0150922795549583,0.0150922795549583,0,0.666666666666667,1,2.98019801980198,TRUE,FALSE,TRUE
"Enh285",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh286",FALSE,0,7,7,0,2,2,0.110384955073087,0,0.110384955073087,0.0301845591099165,0,0.0301845591099165,0,0,3.48756218905473,TRUE,FALSE,TRUE
"Enh326",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh324",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh325",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh327",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh328",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh329",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh330",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh331",FALSE,0,62,62,0,14,14,0.977695316361625,0,0.977695316361625,0.211291913769416,0,0.211291913769416,0,0,4.42612419700214,TRUE,TRUE,TRUE
"Enh332",TRUE,0,8,8,0,2,2,0.126154234369242,0,0.126154234369242,0.0301845591099165,0,0.0301845591099165,0,0,3.98507462686567,TRUE,FALSE,TRUE
"Enh333",TRUE,2,7,9,0,3,3,0.141923513665397,0.0315385585923105,0.110384955073087,0.0452768386648748,0,0.0452768386648748,0.222222222222222,0,2.99335548172757,TRUE,TRUE,TRUE
"Enh334",TRUE,5,9,14,2,0,2,0.220769910146173,0.0788463964807763,0.141923513665397,0.0301845591099165,0.0301845591099165,0,0.357142857142857,1,6.97014925373134,TRUE,FALSE,TRUE
"Enh335",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh336",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh337",FALSE,0,0,0,2,0,2,0,0,0,0.0301845591099165,0.0301845591099165,0,0,1,0.00497512437810945,FALSE,FALSE,FALSE
"Enh338",FALSE,2,9,11,0,4,4,0.173462072257708,0.0315385585923105,0.141923513665397,0.060369118219833,0,0.060369118219833,0.181818181818182,0,2.74563591022444,TRUE,TRUE,TRUE
"Enh339",FALSE,0,1,1,0,4,4,0.0157692792961553,0,0.0157692792961553,0.060369118219833,0,0.060369118219833,0,0,0.251870324189526,FALSE,TRUE,FALSE
"Enh340",FALSE,2,1,3,3,0,3,0.0473078378884657,0.0315385585923105,0.0157692792961553,0.0452768386648748,0.0452768386648748,0,0.666666666666667,1,1,TRUE,TRUE,FALSE
"Enh341",FALSE,2,0,2,3,0,3,0.0315385585923105,0.0315385585923105,0,0.0452768386648748,0.0452768386648748,0,1,1,0.667774086378737,FALSE,TRUE,FALSE
"Enh342",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh343",TRUE,4,35,39,0,16,16,0.615001892550055,0.063077117184621,0.551924775365434,0.241476472879332,0,0.241476472879332,0.102564102564103,0,2.4366021236727,TRUE,TRUE,TRUE
"Enh344",FALSE,0,30,30,0,21,21,0.473078378884657,0,0.473078378884657,0.316937870654123,0,0.316937870654123,0,0,1.42836744407425,TRUE,TRUE,TRUE
"Enh345",FALSE,0,52,52,0,34,34,0.820002523400073,0,0.820002523400073,0.513137504868581,0,0.513137504868581,0,0,1.52925610114672,TRUE,TRUE,TRUE
"Enh346",TRUE,2,43,45,0,24,24,0.709617568326986,0.0315385585923105,0.678079009734676,0.362214709318998,0,0.362214709318998,0.0444444444444444,0,1.87463556851312,TRUE,TRUE,TRUE
"Enh347",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
