"","Hit","TTseq_Pos","TTseq_Neg","TTseq_Total","RNAseq_Pos","RNAseq_Neg","RNAseq_Total","TPM_TTseq_Total","TPM_TTseq_Pos","TPM_TTseq_Neg","TPM_RNAseq_Total","TPM_RNAseq_Pos","TPM_RNAseq_Neg","FractionPos_TTseq","FractionPos_RNAseq","Ratio_TTversusRNA","PassThresh_TT","PassThresh_RNA","TT_Enrich"
"Enh348",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh316",FALSE,4,3,7,0,1,1,0.110384955073087,0.063077117184621,0.0473078378884657,0.0150922795549583,0,0.0150922795549583,0.571428571428571,0,6.94059405940594,TRUE,FALSE,TRUE
"Enh317",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh318",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh319",FALSE,1,2,3,0,0,0,0.0473078378884657,0.0157692792961553,0.0315385585923105,0,0,0,0.333333333333333,0,301,TRUE,FALSE,TRUE
"Enh320",FALSE,2,3,5,1,4,5,0.0788463964807763,0.0315385585923105,0.0473078378884657,0.0754613977747913,0.0150922795549583,0.060369118219833,0.4,0.2,1,TRUE,TRUE,FALSE
"Enh321",FALSE,21,31,52,2,30,32,0.820002523400073,0.33115486521926,0.488847658180813,0.482952945758664,0.0301845591099165,0.452768386648748,0.403846153846154,0.0625,1.62480474851609,TRUE,TRUE,TRUE
"Enh322",TRUE,21,38,59,1,35,36,0.93038747847316,0.33115486521926,0.599232613253899,0.543322063978497,0.0150922795549583,0.528229784423539,0.355932203389831,0.0277777777777778,1.63871146903638,TRUE,TRUE,TRUE
"Enh323",FALSE,0,12,12,0,2,2,0.189231351553863,0,0.189231351553863,0.0301845591099165,0,0.0301845591099165,0,0,5.97512437810945,TRUE,FALSE,TRUE
"Enh367",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh355",FALSE,0,34,34,0,23,23,0.536155496069278,0,0.536155496069278,0.34712242976404,0,0.34712242976404,0,0,1.4780530204259,TRUE,TRUE,TRUE
"Enh356",FALSE,6,16,22,0,3,3,0.346924144515415,0.0946156757769315,0.252308468738484,0.0452768386648748,0,0.0452768386648748,0.272727272727273,0,7.31229235880399,TRUE,TRUE,TRUE
"Enh357",FALSE,31,0,31,12,0,12,0.488847658180813,0.488847658180813,0,0.181107354659499,0.181107354659499,0,1,1,2.58201498751041,TRUE,TRUE,TRUE
"Enh358",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh359",TRUE,5,6,11,1,1,2,0.173462072257708,0.0788463964807763,0.0946156757769315,0.0301845591099165,0.0150922795549583,0.0150922795549583,0.454545454545455,0.5,5.47761194029851,TRUE,FALSE,TRUE
"Enh360",FALSE,4,0,4,0,0,0,0.063077117184621,0.063077117184621,0,0,0,0,1,0,401,TRUE,FALSE,TRUE
"Enh361",TRUE,9,0,9,5,6,11,0.141923513665397,0.141923513665397,0,0.166015075104541,0.0754613977747913,0.0905536773297495,1,0.454545454545455,0.818346957311535,TRUE,TRUE,FALSE
"Enh362",TRUE,15,15,30,8,0,8,0.473078378884657,0.236539189442329,0.236539189442329,0.120738236439666,0.120738236439666,0,0.5,1,3.74656679151061,TRUE,TRUE,TRUE
"Enh363",FALSE,46,0,46,49,0,49,0.725386847623141,0.725386847623141,0,0.739521698192955,0.739521698192955,0,1,1,0.93878800244848,TRUE,TRUE,FALSE
"Enh364",FALSE,19,0,19,21,0,21,0.29961630662695,0.29961630662695,0,0.316937870654123,0.316937870654123,0,1,1,0.904807234650167,TRUE,TRUE,FALSE
"Enh365",FALSE,26,0,26,28,0,28,0.410001261700036,0.410001261700036,0,0.422583827538831,0.422583827538831,0,1,1,0.928596929667976,TRUE,TRUE,FALSE
"Enh366",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh368",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh369",FALSE,2,0,2,5,0,5,0.0315385585923105,0.0315385585923105,0,0.0754613977747913,0.0754613977747913,0,1,1,0.401197604790419,FALSE,TRUE,FALSE
"Enh370",FALSE,1,1,2,0,0,0,0.0315385585923105,0.0157692792961553,0.0157692792961553,0,0,0,0.5,0,201,FALSE,FALSE,FALSE
"Enh371",FALSE,7,0,7,1,0,1,0.110384955073087,0.110384955073087,0,0.0150922795549583,0.0150922795549583,0,1,1,6.94059405940594,TRUE,FALSE,TRUE
"Enh372",FALSE,0,11,11,0,3,3,0.173462072257708,0,0.173462072257708,0.0452768386648748,0,0.0452768386648748,0,0,3.6578073089701,TRUE,TRUE,TRUE
"Enh373",FALSE,0,18,18,0,5,5,0.283847027330794,0,0.283847027330794,0.0754613977747913,0,0.0754613977747913,0,0,3.59481037924152,TRUE,TRUE,TRUE
"Enh374",FALSE,1,1,2,0,0,0,0.0315385585923105,0.0157692792961553,0.0157692792961553,0,0,0,0.5,0,201,FALSE,FALSE,FALSE
"Enh375",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh376",FALSE,112,8,120,42,5,47,1.89231351553863,1.76615928116939,0.126154234369242,0.709337139083038,0.633875741308247,0.0754613977747913,0.933333333333333,0.893617021276596,2.55286109338439,TRUE,TRUE,TRUE
"Enh377",FALSE,6,1,7,1,0,1,0.110384955073087,0.0946156757769315,0.0157692792961553,0.0150922795549583,0.0150922795549583,0,0.857142857142857,1,6.94059405940594,TRUE,FALSE,TRUE
"Enh378",FALSE,7,0,7,4,0,4,0.110384955073087,0.110384955073087,0,0.060369118219833,0.060369118219833,0,1,1,1.74812967581047,TRUE,TRUE,TRUE
"Enh379",FALSE,4,0,4,1,0,1,0.063077117184621,0.063077117184621,0,0.0150922795549583,0.0150922795549583,0,1,1,3.97029702970297,TRUE,FALSE,TRUE
"Enh380",FALSE,0,3,3,0,0,0,0.0473078378884657,0,0.0473078378884657,0,0,0,0,0,301,TRUE,FALSE,TRUE
"Enh381",FALSE,2,7,9,0,0,0,0.141923513665397,0.0315385585923105,0.110384955073087,0,0,0,0.222222222222222,0,901,TRUE,FALSE,TRUE
"Enh382",FALSE,3,3,6,0,0,0,0.0946156757769315,0.0473078378884657,0.0473078378884657,0,0,0,0.5,0,601,TRUE,FALSE,TRUE
"Enh383",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh384",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh385",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh386",FALSE,46,0,46,1,0,1,0.725386847623141,0.725386847623141,0,0.0150922795549583,0.0150922795549583,0,1,1,45.5544554455446,TRUE,FALSE,TRUE
"Enh387",FALSE,5,0,5,0,0,0,0.0788463964807763,0.0788463964807763,0,0,0,0,1,0,501,TRUE,FALSE,TRUE
"Enh388",FALSE,2,0,2,0,0,0,0.0315385585923105,0.0315385585923105,0,0,0,0,1,0,201,FALSE,FALSE,FALSE
"Enh389",TRUE,15,5,20,2,3,5,0.315385585923105,0.236539189442329,0.0788463964807763,0.0754613977747913,0.0301845591099165,0.0452768386648748,0.75,0.4,3.9940119760479,TRUE,TRUE,TRUE
"Enh390",TRUE,21,3,24,4,0,4,0.378462703107726,0.33115486521926,0.0473078378884657,0.060369118219833,0.060369118219833,0,0.875,1,5.98753117206983,TRUE,TRUE,TRUE
"Enh391",TRUE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh349",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh350",FALSE,0,0,0,0,1,1,0,0,0,0.0150922795549583,0,0.0150922795549583,0,0,0.0099009900990099,FALSE,FALSE,FALSE
"Enh351",TRUE,1,0,1,0,1,1,0.0157692792961553,0.0157692792961553,0,0.0150922795549583,0,0.0150922795549583,1,0,1,FALSE,FALSE,FALSE
"Enh352",FALSE,16,62,78,2,15,17,1.23000378510011,0.252308468738484,0.977695316361625,0.25656875243429,0.0301845591099165,0.226384193324374,0.205128205128205,0.117647058823529,4.58612580834803,TRUE,TRUE,TRUE
"Enh353",TRUE,18,32,50,2,10,12,0.788463964807762,0.283847027330794,0.504616937476968,0.181107354659499,0.0301845591099165,0.150922795549583,0.36,0.166666666666667,4.16402997502082,TRUE,TRUE,TRUE
"Enh354",TRUE,5,10,15,1,4,5,0.236539189442329,0.0788463964807763,0.157692792961553,0.0754613977747913,0.0150922795549583,0.060369118219833,0.333333333333333,0.2,2.99600798403194,TRUE,TRUE,TRUE
"Enh395",FALSE,133,27,160,11,6,17,2.52308468738484,2.09731414638865,0.425770540996192,0.25656875243429,0.166015075104541,0.0905536773297495,0.83125,0.647058823529412,9.40681951793063,TRUE,TRUE,TRUE
"Enh396",FALSE,167,25,192,13,9,22,3.02770162486181,2.63346964245793,0.394231982403881,0.332030150209082,0.196199634214457,0.135830515994624,0.869791666666667,0.590909090909091,8.72376192639709,TRUE,TRUE,TRUE
"Enh415",FALSE,0,123,123,0,12,12,1.9396213534271,0,1.9396213534271,0.181107354659499,0,0.181107354659499,0,0,10.2422980849292,TRUE,TRUE,TRUE
"Enh416",FALSE,0,0,0,0,3,3,0,0,0,0.0452768386648748,0,0.0452768386648748,0,0,0.00332225913621263,FALSE,TRUE,FALSE
"Enh417",FALSE,0,0,0,0,4,4,0,0,0,0.060369118219833,0,0.060369118219833,0,0,0.00249376558603491,FALSE,TRUE,FALSE
"Enh392",FALSE,1,19,20,0,2,2,0.315385585923105,0.0157692792961553,0.29961630662695,0.0301845591099165,0,0.0301845591099165,0.05,0,9.95522388059702,TRUE,FALSE,TRUE
"Enh393",FALSE,0,0,0,0,1,1,0,0,0,0.0150922795549583,0,0.0150922795549583,0,0,0.0099009900990099,FALSE,FALSE,FALSE
"Enh394",FALSE,15,17,32,17,3,20,0.504616937476968,0.236539189442329,0.268077748034639,0.301845591099165,0.25656875243429,0.0452768386648748,0.46875,0.85,1.59970014992504,TRUE,TRUE,TRUE
"Enh397",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh398",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh399",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh400",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh401",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh402",TRUE,0,1,1,0,1,1,0.0157692792961553,0,0.0157692792961553,0.0150922795549583,0,0.0150922795549583,0,0,1,FALSE,FALSE,FALSE
"Enh403",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh404",FALSE,362,0,362,56,0,56,5.7084791052082,5.7084791052082,0,0.845167655077662,0.845167655077662,0,1,1,6.46331012319229,TRUE,TRUE,TRUE
"Enh405",FALSE,398,14,412,64,1,65,6.49694307001596,6.27617315986979,0.220769910146173,0.980998171072287,0.965905891517328,0.0150922795549583,0.966019417475728,0.984615384615385,6.33764036302107,TRUE,TRUE,TRUE
"Enh406",TRUE,267,14,281,37,1,38,4.43116748221963,4.21039757207345,0.220769910146173,0.573506623088414,0.558414343533455,0.0150922795549583,0.950177935943061,0.973684210526316,7.3930544593528,TRUE,TRUE,TRUE
"Enh407",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh408",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh409",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh410",FALSE,0,1,1,1,2,3,0.0157692792961553,0,0.0157692792961553,0.0452768386648748,0.0150922795549583,0.0301845591099165,0,0.333333333333333,0.335548172757475,FALSE,TRUE,FALSE
"Enh411",FALSE,2,0,2,3,0,3,0.0315385585923105,0.0315385585923105,0,0.0452768386648748,0.0452768386648748,0,1,1,0.667774086378737,FALSE,TRUE,FALSE
"Enh412",FALSE,2,0,2,3,0,3,0.0315385585923105,0.0315385585923105,0,0.0452768386648748,0.0452768386648748,0,1,1,0.667774086378737,FALSE,TRUE,FALSE
"Enh413",FALSE,0,1,1,0,3,3,0.0157692792961553,0,0.0157692792961553,0.0452768386648748,0,0.0452768386648748,0,0,0.335548172757475,FALSE,TRUE,FALSE
"Enh414",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh418",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh422",FALSE,0,2,2,0,0,0,0.0315385585923105,0,0.0315385585923105,0,0,0,0,0,201,FALSE,FALSE,FALSE
"Enh443",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh419",FALSE,0,0,0,0,1,1,0,0,0,0.0150922795549583,0,0.0150922795549583,0,0,0.0099009900990099,FALSE,FALSE,FALSE
"Enh420",FALSE,2,3,5,0,2,2,0.0788463964807763,0.0315385585923105,0.0473078378884657,0.0301845591099165,0,0.0301845591099165,0.4,0,2.49253731343284,TRUE,FALSE,TRUE
"Enh421",TRUE,2,0,2,1,0,1,0.0315385585923105,0.0315385585923105,0,0.0150922795549583,0.0150922795549583,0,1,1,1.99009900990099,FALSE,FALSE,FALSE
"Enh423",FALSE,42,1,43,19,0,19,0.678079009734676,0.66230973043852,0.0157692792961553,0.286753311544207,0.286753311544207,0,0.976744186046512,1,2.26249342451341,TRUE,TRUE,TRUE
"Enh424",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh425",FALSE,0,2,2,0,0,0,0.0315385585923105,0,0.0315385585923105,0,0,0,0,0,201,FALSE,FALSE,FALSE
"Enh426",FALSE,0,1,1,0,0,0,0.0157692792961553,0,0.0157692792961553,0,0,0,0,0,101,FALSE,FALSE,FALSE
"Enh427",TRUE,14,5,19,3,2,5,0.29961630662695,0.220769910146173,0.0788463964807763,0.0754613977747913,0.0452768386648748,0.0301845591099165,0.736842105263158,0.6,3.79441117764471,TRUE,TRUE,TRUE
"Enh428",FALSE,2,15,17,2,0,2,0.268077748034639,0.0315385585923105,0.236539189442329,0.0301845591099165,0.0301845591099165,0,0.117647058823529,1,8.46268656716418,TRUE,FALSE,TRUE
"Enh429",FALSE,7,1,8,6,0,6,0.126154234369242,0.110384955073087,0.0157692792961553,0.0905536773297495,0.0905536773297495,0,0.875,1,1.33277870216306,TRUE,TRUE,TRUE
"Enh430",FALSE,0,2,2,2,1,3,0.0315385585923105,0,0.0315385585923105,0.0452768386648748,0.0301845591099165,0.0150922795549583,0,0.666666666666667,0.667774086378737,FALSE,TRUE,FALSE
"Enh431",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh432",FALSE,74,6,80,6,1,7,1.26154234369242,1.16692666791549,0.0946156757769315,0.105645956884708,0.0905536773297495,0.0150922795549583,0.925,0.857142857142857,11.413694721826,TRUE,TRUE,TRUE
"Enh433",FALSE,0,2,2,0,0,0,0.0315385585923105,0,0.0315385585923105,0,0,0,0,0,201,FALSE,FALSE,FALSE
"Enh434",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh435",FALSE,1,3,4,0,1,1,0.063077117184621,0.0157692792961553,0.0473078378884657,0.0150922795549583,0,0.0150922795549583,0.25,0,3.97029702970297,TRUE,FALSE,TRUE
"Enh436",FALSE,1,7,8,0,1,1,0.126154234369242,0.0157692792961553,0.110384955073087,0.0150922795549583,0,0.0150922795549583,0.125,0,7.93069306930693,TRUE,FALSE,TRUE
"Enh437",FALSE,7,28,35,5,7,12,0.551924775365434,0.110384955073087,0.441539820292347,0.181107354659499,0.0754613977747913,0.105645956884708,0.2,0.416666666666667,2.9150707743547,TRUE,TRUE,TRUE
"Enh438",FALSE,10,8,18,2,2,4,0.283847027330794,0.157692792961553,0.126154234369242,0.060369118219833,0.0301845591099165,0.0301845591099165,0.555555555555556,0.5,4.49127182044888,TRUE,TRUE,TRUE
"Enh439",TRUE,10,46,56,1,6,7,0.883079640584694,0.157692792961553,0.725386847623141,0.105645956884708,0.0150922795549583,0.0905536773297495,0.178571428571429,0.142857142857143,7.99001426533524,TRUE,TRUE,TRUE
"Enh440",FALSE,2,0,2,0,0,0,0.0315385585923105,0.0315385585923105,0,0,0,0,1,0,201,FALSE,FALSE,FALSE
"Enh441",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh442",FALSE,0,9,9,0,0,0,0.141923513665397,0,0.141923513665397,0,0,0,0,0,901,TRUE,FALSE,TRUE
"Enh444",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh445",FALSE,21,0,21,11,0,11,0.33115486521926,0.33115486521926,0,0.166015075104541,0.166015075104541,0,1,1,1.90826521344233,TRUE,TRUE,TRUE
"Enh446",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh447",FALSE,0,1,1,0,0,0,0.0157692792961553,0,0.0157692792961553,0,0,0,0,0,101,FALSE,FALSE,FALSE
"Enh448",TRUE,2,12,14,0,1,1,0.220769910146173,0.0315385585923105,0.189231351553863,0.0150922795549583,0,0.0150922795549583,0.142857142857143,0,13.8712871287129,TRUE,FALSE,TRUE
"Enh449",TRUE,1,6,7,0,2,2,0.110384955073087,0.0157692792961553,0.0946156757769315,0.0301845591099165,0,0.0301845591099165,0.142857142857143,0,3.48756218905473,TRUE,FALSE,TRUE
"Enh450",TRUE,11,3,14,2,1,3,0.220769910146173,0.173462072257708,0.0473078378884657,0.0452768386648748,0.0301845591099165,0.0150922795549583,0.785714285714286,0.666666666666667,4.65448504983389,TRUE,TRUE,TRUE
"Enh451",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh452",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh453",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh454",TRUE,56,0,56,10,0,10,0.883079640584694,0.883079640584694,0,0.150922795549583,0.150922795549583,0,1,1,5.5954045954046,TRUE,TRUE,TRUE
"Enh455",TRUE,0,3,3,0,1,1,0.0473078378884657,0,0.0473078378884657,0.0150922795549583,0,0.0150922795549583,0,0,2.98019801980198,TRUE,FALSE,TRUE
"Enh456",TRUE,7,3,10,2,3,5,0.157692792961553,0.110384955073087,0.0473078378884657,0.0754613977747913,0.0301845591099165,0.0452768386648748,0.7,0.4,1.99800399201597,TRUE,TRUE,TRUE
"Enh457",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh458",FALSE,0,6,6,1,0,1,0.0946156757769315,0,0.0946156757769315,0.0150922795549583,0.0150922795549583,0,0,1,5.95049504950495,TRUE,FALSE,TRUE
"Enh459",FALSE,2,7,9,0,2,2,0.141923513665397,0.0315385585923105,0.110384955073087,0.0301845591099165,0,0.0301845591099165,0.222222222222222,0,4.48258706467662,TRUE,FALSE,TRUE
"Enh460",FALSE,1,3,4,1,3,4,0.063077117184621,0.0157692792961553,0.0473078378884657,0.060369118219833,0.0150922795549583,0.0452768386648748,0.25,0.25,1,TRUE,TRUE,FALSE
"Enh461",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh462",FALSE,0,1,1,0,0,0,0.0157692792961553,0,0.0157692792961553,0,0,0,0,0,101,FALSE,FALSE,FALSE
"Enh463",FALSE,16,0,16,2,0,2,0.252308468738484,0.252308468738484,0,0.0301845591099165,0.0301845591099165,0,1,1,7.96517412935324,TRUE,FALSE,TRUE
"Enh479",FALSE,1,1,2,2,0,2,0.0315385585923105,0.0157692792961553,0.0157692792961553,0.0301845591099165,0.0301845591099165,0,0.5,1,1,FALSE,FALSE,FALSE
"Enh480",FALSE,3,10,13,2,1,3,0.205000630850018,0.0473078378884657,0.157692792961553,0.0452768386648748,0.0301845591099165,0.0150922795549583,0.230769230769231,0.666666666666667,4.32225913621263,TRUE,TRUE,TRUE
"Enh481",TRUE,8,3,11,2,0,2,0.173462072257708,0.126154234369242,0.0473078378884657,0.0301845591099165,0.0301845591099165,0,0.727272727272727,1,5.47761194029851,TRUE,FALSE,TRUE
"Enh488",FALSE,0,1,1,0,3,3,0.0157692792961553,0,0.0157692792961553,0.0452768386648748,0,0.0452768386648748,0,0,0.335548172757475,FALSE,TRUE,FALSE
"Enh500",FALSE,0,1,1,1,1,2,0.0157692792961553,0,0.0157692792961553,0.0301845591099165,0.0150922795549583,0.0150922795549583,0,0.5,0.502487562189055,FALSE,FALSE,FALSE
"Enh501",FALSE,1,1,2,0,0,0,0.0315385585923105,0.0157692792961553,0.0157692792961553,0,0,0,0.5,0,201,FALSE,FALSE,FALSE
"Enh502",FALSE,3,1,4,0,0,0,0.063077117184621,0.0473078378884657,0.0157692792961553,0,0,0,0.75,0,401,TRUE,FALSE,TRUE
"Enh503",FALSE,0,11,11,0,1,1,0.173462072257708,0,0.173462072257708,0.0150922795549583,0,0.0150922795549583,0,0,10.9009900990099,TRUE,FALSE,TRUE
"Enh504",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh505",FALSE,1,17,18,0,3,3,0.283847027330794,0.0157692792961553,0.268077748034639,0.0452768386648748,0,0.0452768386648748,0.0555555555555556,0,5.98338870431894,TRUE,TRUE,TRUE
"Enh506",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh464",FALSE,2,0,2,0,0,0,0.0315385585923105,0.0315385585923105,0,0,0,0,1,0,201,FALSE,FALSE,FALSE
"Enh465",TRUE,0,22,22,0,6,6,0.346924144515415,0,0.346924144515415,0.0905536773297495,0,0.0905536773297495,0,0,3.66222961730449,TRUE,TRUE,TRUE
"Enh466",TRUE,1,1,2,0,0,0,0.0315385585923105,0.0157692792961553,0.0157692792961553,0,0,0,0.5,0,201,FALSE,FALSE,FALSE
"Enh467",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh468",FALSE,1,5,6,5,1,6,0.0946156757769315,0.0157692792961553,0.0788463964807763,0.0905536773297495,0.0754613977747913,0.0150922795549583,0.166666666666667,0.833333333333333,1,TRUE,TRUE,FALSE
"Enh469",FALSE,5,1,6,1,0,1,0.0946156757769315,0.0788463964807763,0.0157692792961553,0.0150922795549583,0.0150922795549583,0,0.833333333333333,1,5.95049504950495,TRUE,FALSE,TRUE
"Enh470",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh471",TRUE,4,21,25,2,4,6,0.394231982403881,0.063077117184621,0.33115486521926,0.0905536773297495,0.0301845591099165,0.060369118219833,0.16,0.333333333333333,4.16139767054909,TRUE,TRUE,TRUE
"Enh472",TRUE,5,23,28,4,4,8,0.441539820292347,0.0788463964807763,0.362693423811571,0.120738236439666,0.060369118219833,0.060369118219833,0.178571428571429,0.5,3.49687890137328,TRUE,TRUE,TRUE
"Enh473",TRUE,5,24,29,3,4,7,0.457309099588502,0.0788463964807763,0.378462703107726,0.105645956884708,0.0452768386648748,0.060369118219833,0.172413793103448,0.428571428571429,4.13837375178317,TRUE,TRUE,TRUE
"Enh474",TRUE,19,37,56,8,4,12,0.883079640584694,0.29961630662695,0.583463333957744,0.181107354659499,0.120738236439666,0.060369118219833,0.339285714285714,0.666666666666667,4.66361365528726,TRUE,TRUE,TRUE
"Enh475",TRUE,34,24,58,9,1,10,0.914618199177004,0.536155496069278,0.378462703107726,0.150922795549583,0.135830515994624,0.0150922795549583,0.586206896551724,0.9,5.7952047952048,TRUE,TRUE,TRUE
"Enh476",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh477",FALSE,0,4,4,0,0,0,0.063077117184621,0,0.063077117184621,0,0,0,0,0,401,TRUE,FALSE,TRUE
"Enh478",FALSE,1,0,1,2,0,2,0.0157692792961553,0.0157692792961553,0,0.0301845591099165,0.0301845591099165,0,1,1,0.502487562189055,FALSE,FALSE,FALSE
"Enh482",FALSE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh483",FALSE,2,1,3,2,0,2,0.0473078378884657,0.0315385585923105,0.0157692792961553,0.0301845591099165,0.0301845591099165,0,0.666666666666667,1,1.49751243781095,TRUE,FALSE,TRUE
"Enh484",FALSE,8,0,8,2,0,2,0.126154234369242,0.126154234369242,0,0.0301845591099165,0.0301845591099165,0,1,1,3.98507462686567,TRUE,FALSE,TRUE
"Enh485",FALSE,60,5,65,12,0,12,1.02500315425009,0.946156757769315,0.0788463964807763,0.181107354659499,0.181107354659499,0,0.923076923076923,1,5.41298917568693,TRUE,TRUE,TRUE
"Enh486",TRUE,1,0,1,0,0,0,0.0157692792961553,0.0157692792961553,0,0,0,0,1,0,101,FALSE,FALSE,FALSE
"Enh487",TRUE,1,1,2,0,0,0,0.0315385585923105,0.0157692792961553,0.0157692792961553,0,0,0,0.5,0,201,FALSE,FALSE,FALSE
"Enh489",TRUE,8,39,47,0,5,5,0.741156126919297,0.126154234369242,0.615001892550055,0.0754613977747913,0,0.0754613977747913,0.170212765957447,0,9.38323353293413,TRUE,TRUE,TRUE
"Enh490",FALSE,15,24,39,0,3,3,0.615001892550055,0.236539189442329,0.378462703107726,0.0452768386648748,0,0.0452768386648748,0.384615384615385,0,12.9601328903654,TRUE,TRUE,TRUE
"Enh491",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE
"Enh492",FALSE,0,11,11,0,4,4,0.173462072257708,0,0.173462072257708,0.060369118219833,0,0.060369118219833,0,0,2.74563591022444,TRUE,TRUE,TRUE
"Enh493",FALSE,0,0,0,1,0,1,0,0,0,0.0150922795549583,0.0150922795549583,0,0,1,0.0099009900990099,FALSE,FALSE,FALSE
"Enh494",TRUE,0,6,6,0,4,4,0.0946156757769315,0,0.0946156757769315,0.060369118219833,0,0.060369118219833,0,0,1.49875311720698,TRUE,TRUE,TRUE
"Enh495",TRUE,1,8,9,0,10,10,0.141923513665397,0.0157692792961553,0.126154234369242,0.150922795549583,0,0.150922795549583,0.111111111111111,0,0.9000999000999,TRUE,TRUE,FALSE
"Enh496",FALSE,0,7,7,0,6,6,0.110384955073087,0,0.110384955073087,0.0905536773297495,0,0.0905536773297495,0,0,1.16638935108153,TRUE,TRUE,TRUE
"Enh497",FALSE,11,23,34,6,1,7,0.536155496069278,0.173462072257708,0.362693423811571,0.105645956884708,0.0905536773297495,0.0150922795549583,0.323529411764706,0.857142857142857,4.85164051355207,TRUE,TRUE,TRUE
