Enh1	295	295	156.468	0.530401	0.530401
Enh2	332	332	278.251	0.838105	0.838105
Enh5	293	293	282.153	0.962978	0.962978
Enh6	279	279	205.379	0.736126	0.736126
Enh7	294	294	124.957	0.425024	0.425024
Enh8	233	233	20.2035	0.0867103	0.0867103
Enh9	583	583	923	1.58319	1.58319
Enh10	264	264	48.9239	0.185318	0.185318
Enh13	420	420	422.981	1.0071	1.0071
Enh15	287	287	65.3828	0.227815	0.227815
Enh17	334	334	2148.58	6.43287	6.43287
Enh18	231	231	77.814	0.336857	0.336857
Enh23	711	711	128.297	0.180445	0.180445
Enh24	205	205	73.4162	0.358128	0.358128
Enh25	260	260	107.984	0.415324	0.415324
Enh27	330	330	16.7768	0.0508386	0.0508386
Enh28	302	302	229.258	0.759132	0.759132
Enh29	212	212	94.495	0.445731	0.445731
Enh31	405	405	1061.35	2.62062	2.62062
Enh32	460	460	511.009	1.11089	1.11089
Enh33	468	468	4590.87	9.80954	9.80954
Enh34	277	277	200.851	0.725093	0.725093
Enh36	411	411	178.849	0.435156	0.435156
Enh37	642	642	2008.49	3.12849	3.12849
Enh39	214	214	30.0092	0.14023	0.14023
Enh40	700	700	151.152	0.215931	0.215931
Enh42	735	735	1850.1	2.51715	2.51715
Enh43	302	302	131.336	0.434887	0.434887
Enh45	436	436	523.123	1.19982	1.19982
Enh46	671	671	225.975	0.336773	0.336773
Enh47	384	384	387.577	1.00931	1.00931
Enh48	561	561	1668.46	2.97408	2.97408
Enh49	429	429	468.277	1.09156	1.09156
Enh50	1039	1039	694.104	0.66805	0.66805
Enh51	450	450	764.903	1.69978	1.69978
Enh52	246	246	105.938	0.430642	0.430642
Enh53	755	755	467.859	0.619681	0.619681
Enh54	329	329	1428.42	4.34171	4.34171
Enh55	449	449	2246.91	5.00426	5.00426
Enh56	470	470	554.412	1.1796	1.1796
Enh58	475	475	4344.68	9.1467	9.1467
Enh59	220	220	149.523	0.679652	0.679652
Enh60	257	257	130.452	0.507595	0.507595
Enh61	335	335	106.086	0.316674	0.316674
Enh63	335	335	166.64	0.497432	0.497432
Enh64	858	858	313.346	0.365205	0.365205
Enh65	494	494	68.3784	0.138418	0.138418
Enh66	237	237	66.48	0.280506	0.280506
Enh67	403	403	80.1304	0.198835	0.198835
Enh68	677	677	163.535	0.241559	0.241559
Enh69	537	537	592.424	1.10321	1.10321
Enh70	831	831	3476.82	4.1839	4.1839
Enh71	376	376	275.678	0.733186	0.733186
Enh72	295	295	26.2559	0.0890029	0.0890029
Enh75	827	827	748.98	0.905659	0.905659
Enh76	298	298	224.795	0.754345	0.754345
Enh78	400	400	217.005	0.542513	0.542513
Enh79	532	532	418.313	0.786303	0.786303
Enh81	608	608	366.463	0.602736	0.602736
Enh84	523	523	112.73	0.215546	0.215546
Enh85	427	427	67.3334	0.15769	0.15769
Enh86	204	204	51.6234	0.253056	0.253056
Enh87	238	238	416.197	1.74873	1.74873
Enh89	452	452	316.821	0.700931	0.700931
Enh90	398	398	109.395	0.274862	0.274862
Enh91	495	495	38.2909	0.0773554	0.0773554
Enh92	248	248	114.607	0.462125	0.462125
Enh93	275	275	346.878	1.26137	1.26137
Enh95	330	330	1347.82	4.0843	4.0843
Enh96	251	251	693.555	2.76317	2.76317
Enh98	271	271	478.257	1.76479	1.76479
Enh99	540	540	148.653	0.275283	0.275283
Enh100	269	269	76.5121	0.284432	0.284432
Enh101	506	506	292.603	0.578266	0.578266
Enh102	780	780	667.674	0.855992	0.855992
Enh103	389	389	552.292	1.41977	1.41977
Enh104	516	516	1224.13	2.37235	2.37235
Enh107	501	501	42.9063	0.0856414	0.0856414
Enh109	244	244	489.186	2.00486	2.00486
Enh110	263	263	60.763	0.231038	0.231038
Enh113	392	392	571.393	1.45764	1.45764
Enh114	465	465	1079.88	2.32232	2.32232
Enh115	380	380	751.558	1.97778	1.97778
Enh116	228	228	626.535	2.74796	2.74796
Enh117	423	423	774.042	1.82989	1.82989
Enh118	207	207	75.0012	0.362325	0.362325
Enh119	286	286	5.42534	0.0189697	0.0189697
Enh121	533	533	2643.43	4.95953	4.95953
Enh122	408	408	681.137	1.66945	1.66945
Enh123	555	555	245.664	0.442638	0.442638
Enh124	455	455	80.7749	0.177527	0.177527
Enh125	245	245	11.6606	0.0475942	0.0475942
Enh126	234	234	159.094	0.679889	0.679889
Enh127	283	283	80.6268	0.2849	0.2849
Enh128	419	419	302.012	0.720793	0.720793
Enh130	293	293	354.628	1.21034	1.21034
Enh131	339	339	251.821	0.742835	0.742835
Enh134	558	558	1819.78	3.26125	3.26125
Enh136	293	293	180.382	0.615637	0.615637
Enh139	263	263	26.9264	0.102382	0.102382
Enh142	220	220	220.362	1.00165	1.00165
Enh143	518	518	415.491	0.802107	0.802107
Enh144	445	445	201.034	0.451761	0.451761
Enh146	398	398	3775.26	9.48557	9.48557
Enh148	611	611	5213.92	8.53342	8.53342
Enh149	696	696	559.115	0.803326	0.803326
Enh150	425	425	192.565	0.453093	0.453093
Enh153	406	406	116.431	0.286777	0.286777
Enh154	617	617	1092.14	1.77007	1.77007
Enh155	284	284	209.211	0.736658	0.736658
Enh157	384	384	1043.06	2.7163	2.7163
Enh160	267	267	100.73	0.377267	0.377267
Enh161	219	219	114.79	0.524155	0.524155
Enh162	393	393	603.493	1.53561	1.53561
Enh163	220	220	246.148	1.11885	1.11885
Enh164	306	306	78.1928	0.255532	0.255532
Enh166	239	239	115.709	0.484137	0.484137
Enh167	589	589	828.118	1.40597	1.40597
Enh168	590	590	2597.49	4.40253	4.40253
