"","TTseq_Counts","RNAseq_Counts","RNAseq_CPM","TTseq_CPM","RNAseq_RPKM","TTseq_RPKM"
"BNIP1",226,274,4.13528459805856,3.41085517942057,1.69478876969613,1.39789146697564
"NKX2-5",1,0,0,0.0150922795549583,0,0.00736927712644446
"STC2",35979,80323,1212.25717069291,543.005126107843,197.82264534806,88.6104970802616
"AC016573.1",1,3,0.0452768386648748,0.0150922795549583,0.026649110456077,0.00888303681869232
"AC008632.1",9,9,0.135830515994624,0.135830515994624,0.0578002195721806,0.0578002195721806
"AC008663.1",3,0,0,0.0452768386648748,0,0.0995095355271973
"AC008663.3",3,0,0,0.0452768386648748,0,0.0990740452185443
"AC008663.2",2,2,0.0301845591099165,0.0301845591099165,0.00678457161382704,0.00678457161382704
"BOD1",611,1956,29.5204988094983,9.22138280807949,12.3723800542742,3.8647874300417
"LINC01863",0,0,0,0,0,0
"LINC01942",0,0,0,0,0,0
"LINC01484",0,0,0,0,0,0
"AC008674.1",0,0,0,0,0,0
"LINC01485",0,0,0,0,0,0
"CPEB4",1833,2861,43.1790118067356,27.6641484242385,4.13433663411869,2.64880777711973
"C5orf47",5,3,0.0452768386648748,0.0754613977747913,0.0164822856442937,0.0274704760738228
"NSG2",0,0,0,0,0,0
"AC113423.1",0,0,0,0,0,0
"AC113423.2",0,0,0,0,0,0
"AC011333.1",0,0,0,0,0,0
"AC025752.1",2,0,0,0.0301845591099165,0,0.0540941919532554
"LINC01411",0,0,0,0,0,0
"AC108112.1",0,0,0,0,0,0
"MSX2",2,10,0.150922795549583,0.0301845591099165,0.0678609692219346,0.0135721938443869
"AC113346.2",0,0,0,0,0,0
"AC113346.1",8,5,0.0754613977747913,0.120738236439666,0.262931699563733,0.420690719301972
"LINC01951",0,0,0,0,0,0
"AC008413.2",0,0,0,0,0,0
"DRD1",1,1,0.0150922795549583,0.0150922795549583,0.00374405347431363,0.00374405347431363
"AC091393.2",0,0,0,0,0,0
"SFXN1",1029,2683,40.492586045953,15.529955662052,5.46679979019212,2.09665933064021
"HRH2",0,0,0,0,0,0
"CPLX2",0,0,0,0,0,0
"AC138965.2",4,0,0,0.060369118219833,0,0.106283658837734
"THOC3",40,284,4.28620739360814,0.60369118219833,1.24129956374403,0.17483092447099
"AC138965.1",0,0,0,0,0,0
"AC139491.3",0,0,0,0,0,0
"AC139491.1",0,0,0,0,0,0
"FAM153B",0,0,0,0,0,0
"AC139491.4",0,0,0,0,0,0
"AC139491.8",0,0,0,0,0,0
"AC139493.2",0,1,0.0150922795549583,0,0.0049990988920034,0
"SIMC1",121,350,5.28229784423539,1.82616582614995,0.954172298452925,0.329870994608011
"KIAA1191",876,5604,84.5771346259861,13.2208368901434,22.192898091311,3.46912539757109
"AC138956.1",6,1,0.0150922795549583,0.0905536773297495,0.0299449991169807,0.179669994701884
"AC138956.2",2,1,0.0150922795549583,0.0301845591099165,0.0285838627934815,0.0571677255869631
"ARL10",819,3208,48.4160328123061,12.3605769555108,4.23217070037641,1.0804700135936
"NOP16",627,320,4.82952945758664,9.46285928095883,1.68746661690658,3.30637990250134
"HIGD2A",182,1470,22.1856509457886,2.7467948790024,33.9230136785759,4.19999216972844
"CLTB",419,2345,35.3913955563771,6.32366513352751,17.3572317588902,3.1013561223774
"FAF2",1115,3333,50.3025677566759,16.8278917037785,8.49131798728492,2.84062992973978
"RNF44",424,1273,19.2124718734619,6.3991265313023,3.41433656894648,1.13721815022255
"CDHR2",9,8,0.120738236439666,0.135830515994624,0.0225763344128022,0.0253983762144025
"GPRIN1",64,337,5.08609821002093,0.965905891517328,1.20125134861146,0.228130819914343
"SNCB",0,3,0.0452768386648748,0,0.0225482264267305,0
"EIF4E1B",0,0,0,0,0,0
"TSPAN17",357,2020,30.4864047010157,5.3879438011201,5.84590694170962,1.03316276148036
"AC113391.1",0,0,0,0,0,0
"AC113391.2",0,0,0,0,0,0
"LINC01574",0,0,0,0,0,0
"UNC5A",0,2,0.0301845591099165,0,0.00699202203148402,0
"HK3",13,2,0.0301845591099165,0.196199634214457,0.00913576244246868,0.0593824558760464
"UIMC1",980,925,13.9603585883364,14.7904339638591,2.92854176386331,3.10267127414707
"ZNF346",334,896,13.5226824812426,5.04082137135606,2.02253701484334,0.753936789015264
"ZNF346-IT1",49,30,0.452768386648748,0.739521698192955,0.607742800870802,0.992646574755644
"FGFR4",3,8,0.120738236439666,0.0452768386648748,0.025101504457311,0.00941306417149164
"NSD1",1909,5278,79.6570514910697,28.8111616704153,5.14148657400566,1.85962445429648
"AC146507.3",160,49,0.739521698192955,2.41476472879332,0.60369118219833,1.97123651330067
"RAB24",211,601,9.07046001252991,3.18447098609619,4.39247458233894,1.54211670028871
"MXD3",355,869,13.1151909332587,5.35775924201018,2.54466257921201,1.03953419519018
"PRELID1",447,2451,36.9911771892027,6.74624896106634,20.1039006463058,3.66643965275345
"LMAN2",366,2844,42.9224430543013,5.52377431711472,19.7981748405449,2.54786638243299
"RGS14",38,115,1.7356121488202,0.573506623088414,0.468451322218677,0.154792610820085
"SLC34A1",0,2,0.0301845591099165,0,0.00666472932433573,0
"PFN3",0,0,0,0,0,0
"F12",8,40,0.60369118219833,0.120738236439666,0.218017761718429,0.0436035523436858
"GRK6",366,1143,17.2504755313173,5.52377431711472,3.95925534342834,1.26779304960173
"PRR7-AS1",68,35,0.528229784423539,1.02627500973716,0.310540731583503,0.603336278505092
"PRR7",82,335,5.05591365091102,1.23756692350658,2.88414925893384,0.70597086338082
"DBN1",2053,12938,195.26391288205,30.9844499263293,38.1449331670346,6.05283257009754
"PDLIM7",3364,12467,188.155449211665,50.7704284228796,42.6946787410176,11.520405814132
"AC145098.1",15,8,0.120738236439666,0.226384193324374,0.278198701473885,0.521622565263534
"DOK3",97,96,1.44885883727599,1.46395111683095,0.300406144987765,0.303535375664721
"DDX41",388,1352,20.4047619583036,5.8558044673238,4.88502800055149,1.40191631968489
"FAM193B",592,1215,18.3371196592743,8.93462949653529,3.14800337498271,1.53384197365413
"AC139795.3",1,4,0.060369118219833,0.0150922795549583,0.111588018890634,0.0278970047226585
"TMED9",776,5838,88.1087280418463,11.7116089346476,25.0807651698965,3.33379132782454
"B4GALT7",321,937,14.1414659429959,4.8446217371416,2.89902950860924,0.993157387687905
"AC139795.2",54,116,1.75070442837516,0.814983095967746,0.612134415515789,0.284959124464247
"AC138819.1",0,0,0,0,0,0
"FAM153A",0,0,0,0,0,0
"AC140125.2",0,0,0,0,0,0
"AC140125.1",0,0,0,0,0,0
"AC140125.3",1,0,0,0.0150922795549583,0,0.0114945008034716
"AC106795.3",6,22,0.332030150209082,0.0905536773297495,0.607002102758833,0.165546028025136
"AC106795.2",65,98,1.47904339638591,0.980998171072287,0.421259867953833,0.279407055275502
"AC106795.5",9,16,0.241476472879332,0.135830515994624,0.531886504139498,0.299186158578468
"PROP1",0,0,0,0,0,0
"FAM153CP",9,119,1.79598126704003,0.135830515994624,0.0698852588443143,0.00528543974452797
"N4BP3",70,124,1.87144266481482,1.05645956884708,0.312688832884682,0.176517889531675
"RMND5B",615,1090,16.4505847149045,9.28175192629933,2.13533031086507,1.20479645980002
"NHP2",274,1039,15.6808784576016,4.13528459805856,10.384687720266,2.73859907156196
"GMCL2",0,2,0.0301845591099165,0,0.0103018973071387,0
"HNRNPAB",940,4100,61.8783461753289,14.1867427816608,29.2154608948673,6.69817883931103
"PHYKPL",1144,1122,16.9335376606632,17.2655678108722,2.00658107129555,2.0459257981837
"COL23A1",2,3,0.0452768386648748,0.0301845591099165,0.0125629408060141,0.00837529387067606
"AC136601.1",0,0,0,0,0,0
"AC008659.1",0,0,0,0,0,0
"CLK4",2155,1444,21.7932516773597,32.523862440935,2.75097850004541,4.10551154265779
"AC113348.3",0,0,0,0,0,0
"AC113348.1",0,0,0,0,0,0
"ZNF354A",184,689,10.3985806133662,2.77697943811232,3.48477902592702,0.930623136096622
"ZNF354B",300,434,6.55004932685188,4.52768386648748,1.75041403710633,1.20996362011958
"ZFP2",19,83,1.25265920306154,0.286753311544207,0.475031931384731,0.108742249353131
"AC104117.5",2,0,0,0.0301845591099165,0,0.0551820093417121
"ZNF454",20,91,1.3733974395012,0.301845591099165,0.515926911908791,0.113390530089844
"AC104117.3",6,13,0.196199634214457,0.0905536773297495,0.291097380140144,0.134352636987759
"GRM6",0,0,0,0,0,0
"ZNF879",128,215,3.24484010431603,1.93181178303466,0.846995589745765,0.504257839476548
"ZNF354C",266,652,9.84016626983278,4.0145463616189,1.66980591716151,0.681239837369573
"ADAMTS2",784,6366,96.0774516468643,11.8323471710873,10.9740093257412,1.35149596471585
"AC109479.3",0,0,0,0,0,0
"AC109479.1",0,0,0,0,0,0
"AC136628.1",0,0,0,0,0,0
"AC136628.4",2,0,0,0.0301845591099165,0,0.0564197366540495
"RUFY1",728,2089,31.5277719903078,10.9871795160096,5.34278461113503,1.86191823691063
"AC136604.2",126,18,0.271661031989249,1.90162722392474,0.138179568661876,0.967256980633133
"HNRNPH1",6252,8101,122.262556674717,94.356931777599,12.8968941639997,9.95326284573829
"C5orf60",0,0,0,0,0,0
"AC136604.3",27,25,0.377306988873956,0.407491547983873,0.247414418933742,0.267207572448441
"CBY3",3,0,0,0.0452768386648748,0,0.0521622565263534
"CANX",3980,32622,492.340343641848,60.0672726287339,70.8301458267657,8.64152965454379
"MAML1",903,2464,37.1873768234171,13.6283284381273,6.23217308922694,2.28394979690419
"LTC4S",9,15,0.226384193324374,0.135830515994624,0.189919625272126,0.113951775163275
"MGAT4B",1138,8663,130.744417784603,17.1750141335425,23.7933426359606,3.12557127089035
"SQSTM1",6287,36413,549.555175434695,94.8851615620225,72.9336662819768,12.5925894574682
"MRNIP",332,677,10.2174732587067,5.01063681224614,1.20645569237298,0.591644445890441
"AC008393.1",24,37,0.558414343533455,0.362214709318998,0.38405388138477,0.249116031168499
"TBC1D9B",1370,7020,105.947802475807,20.6764229902928,9.23453346777712,1.80218103288528
"RNF130",261,1253,18.9106262823627,3.9390849638441,1.47543311869881,0.307332836377007
"AC010285.1",0,0,0,0,0,0
"AC010285.3",0,0,0,0,0,0
"RASGEF1C",0,0,0,0,0,0
"MAPK9",531,2258,34.0783672350957,8.01400044368283,3.805512812406,0.89491908918848
"AC008610.1",9,6,0.0905536773297495,0.135830515994624,0.230416481755088,0.345624722632632
"GFPT2",81,245,3.69760849096477,1.22247464395162,0.783225691795122,0.258944004226142
"AC034213.1",0,0,0,0,0,0
"CNOT6",820,2152,32.4785856022702,12.3756692350658,4.94196372523892,1.883090267052
"SCGB3A1",0,4,0.060369118219833,0,0.0751794747444994,0
"FLT4",1,6,0.0905536773297495,0.0150922795549583,0.010229742129434,0.00170495702157233
"LINC02222",0,0,0,0,0,0
"OR2Y1",0,0,0,0,0,0
"MGAT1",2503,6893,104.031082972327,37.7759757260605,8.9867901669253,3.26330128939707
"HEIH",106,435,6.56514160640684,1.59978163282558,2.97738848363122,0.725524550034274
"LINC00847",246,377,5.68978939221926,3.71270077051973,0.934590898853361,0.609839154158957
"AC022413.2",10,0,0,0.150922795549583,0,0.107189485475556
"ZFP62",255,734,11.0777331933394,3.84853128651436,2.6394408371073,0.916971952945998
"BTNL8",0,0,0,0,0,0
"BTNL3",0,0,0,0,0,0
"BTNL9",1,1,0.0150922795549583,0.0150922795549583,0.00271297493348162,0.00271297493348162
"OR2V1",0,0,0,0,0,0
"OR2V2",0,0,0,0,0,0
"LINC01962",11,1,0.0150922795549583,0.166015075104541,0.00317131320759787,0.0348844452835766
"AC008443.5",5,15,0.226384193324374,0.0754613977747913,0.423148024905372,0.141049341635124
"TRIM7",8,28,0.422583827538831,0.120738236439666,0.0575884202151582,0.0164538343471881
"AC008443.6",1,2,0.0301845591099165,0.0150922795549583,0.0203399994002133,0.0101699997001066
"AC008443.4",0,0,0,0,0,0
"AC008443.9",1,0,0,0.0150922795549583,0,0.0258429444434217
"TRIM41",683,1066,16.0883700055855,10.3080269360365,1.25582468234997,0.804623131374326
"AC008443.2",1,0,0,0.0150922795549583,0,0.0266648048674174
"RACK1",6777,26396,398.375811132678,102.280378543952,69.4034514168429,17.8188812794342
"AC008443.1",755,282,4.25602283449823,11.3946710639935,1.27885301517375,3.42387952644035
"TRIM52",395,562,8.48186110988654,5.96145042420851,1.292572555606,0.90848071079069
"TRIM52-AS1",104,106,1.59978163282558,1.56959707371566,0.95452364727063,0.936513767133448
"AC008443.8",3,11,0.166015075104541,0.0452768386648748,0.234484569356696,0.0639503370972807
"AC008443.3",1,10,0.150922795549583,0.0150922795549583,0.27490490992638,0.027490490992638
"AC138035.1",1,13,0.196199634214457,0.0150922795549583,0.106746264534525,0.0082112511180404
"AC138035.2",0,0,0,0,0,0
"OR4F3",0,0,0,0,0,0
"AL035696.3",0,0,0,0,0,0
"AL035696.4",0,0,0,0,0,0
"AL035696.1",0,0,0,0,0,0
"AL365272.1",14,5,0.0754613977747913,0.211291913769416,0.0216594138274372,0.0606463587168242
"DUSP22",228,782,11.8021626119774,3.44103973853048,2.0756529391448,0.605177583280071
"IRF4",0,0,0,0,0,0
"AL512308.1",0,0,0,0,0,0
"EXOC2",710,2143,32.3427550862755,10.7155184840204,6.4815140453458,2.14739849379166
"AL031770.1",0,0,0,0,0,0
"HUS1B",42,16,0.241476472879332,0.633875741308247,0.235586802809104,0.618415357373899
"AL357054.2",4,11,0.166015075104541,0.060369118219833,0.136976134574704,0.0498095034817104
"AL357054.4",2,4,0.060369118219833,0.0301845591099165,0.0214531336957473,0.0107265668478737
"AL357054.5",0,0,0,0,0,0
"AL357054.3",7,5,0.0754613977747913,0.105645956884708,0.0367208748295821,0.051409224761415
"AL392183.1",0,0,0,0,0,0
"AL356130.1",0,0,0,0,0,0
"LINC01622",0,0,0,0,0,0
"AL033381.2",0,0,0,0,0,0
"AL033381.1",0,0,0,0,0,0
"AL033381.3",0,0,0,0,0,0
"FOXQ1",4,0,0,0.060369118219833,0,0.0226866284178253
"LINC01394",0,0,0,0,0,0
"AL034346.1",0,0,0,0,0,0
"FOXF2",0,1,0.0150922795549583,0,0.00615760079761659,0
"AL512329.2",0,3,0.0452768386648748,0,0.0826219683665598,0
"FOXCUT",0,0,0,0,0,0
"FOXC1",331,588,8.87426037831546,4.99554453269118,2.22803424009929,1.25421655352528
"GMDS",116,372,5.61432799444447,1.75070442837516,1.33135593892447,0.415154002460317
"AL035693.1",0,0,0,0,0,0
"GMDS-DT",236,619,9.34212104451916,3.56177797497015,0.329179740821676,0.12550309989324
"AL031768.2",0,0,0,0,0,0
"AL031768.1",1,19,0.286753311544207,0.0150922795549583,0.409063211903291,0.0215296427317521
"AL359852.2",0,0,0,0,0,0
"LINC02521",0,0,0,0,0,0
"LINC01600",16,18,0.271661031989249,0.241476472879332,0.0874070244495652,0.0776951328440579
"MYLK4",17,73,1.10173640751195,0.25656875243429,0.183164822529003,0.0426548216848363
"WRNIP1",646,2030,30.6373274965653,9.74961259250303,7.8597556430388,2.50118332285865
"SERPINB1",235,1113,16.7977071446685,3.54668569541519,5.51286745804678,1.1639926798212
"SERPINB9P1",3,2,0.0301845591099165,0.0452768386648748,0.00682599708501052,0.0102389956275158
"SERPINB9",29,109,1.64505847149045,0.437676107093789,0.397069387277444,0.105642314046292
"AL133351.2",2,0,0,0.0301845591099165,0,0.0623647915494143
"SERPINB6",977,4163,62.8291597872912,14.7451571251942,4.75942426992586,1.11697273882238
"LINC01011",135,94,1.41867427816608,2.03745773991936,0.504686687358974,0.724815987164484
"NQO2",311,743,11.213563709334,4.69369894159202,0.97019931729832,0.406099579649768
"AL133351.1",10,17,0.25656875243429,0.150922795549583,0.175852469111919,0.103442628889364
"AL031963.2",1,5,0.0754613977747913,0.0150922795549583,0.073121509471697,0.0146243018943394
"RIPK1",600,1858,28.0414554131124,9.05536773297495,6.73911449486,2.17624795313025
"AL031963.3",18,3,0.0452768386648748,0.271661031989249,0.0532668690174997,0.319601214104998
"BPHL",121,494,7.45558610014938,1.82616582614995,1.28989378895318,0.315945644662621
"AL031963.1",66,3,0.0452768386648748,0.996090450627245,0.0651465304530572,1.43322366996726
"TUBB2A",497,1856,28.0112708540025,7.50086293881425,16.0247544931365,4.29111152106079
"LINC02525",0,0,0,0,0,0
"TUBB2B",22,93,1.40358199861112,0.332030150209082,0.669647900100724,0.158411331206623
"PSMG4",324,460,6.9424485952808,4.88989857580648,0.666389767256748,0.469370183893883
"SLC22A23",71,287,4.33148423227302,1.07155184840204,0.48679301329209,0.12042614614543
"AL445309.1",0,0,0,0,0,0
"AL033523.1",93,15,0.226384193324374,1.40358199861112,0.0146460628404201,0.0908055896106048
"PXDC1",1394,3361,50.7251515842147,21.0386376996118,20.5032949006527,8.50389559402256
"AL391422.4",213,576,8.69315302365596,3.21465554520611,3.148552344678,1.16430841912572
"AL391422.3",0,0,0,0,0,0
"AL391422.2",0,0,0,0,0,0
"FAM50B",77,365,5.50868203755976,1.16210552573179,2.82786552236128,0.596563411566625
"AL590004.3",101,147,2.21856509457886,1.52432023505078,0.31424434767406,0.215909381735239
"AL138831.2",1,1,0.0150922795549583,0.0150922795549583,0.030800570520323,0.030800570520323
"AL138831.1",5,7,0.105645956884708,0.0754613977747913,0.505483047295253,0.361059319496609
"PRPF4B",1656,3450,52.068364464606,24.9928149430109,6.17728846418389,2.96509846280827
"FAM217A",0,0,0,0,0,0
"C6orf201",0,0,0,0,0,0
"ECI2",437,1991,30.0487285939219,6.59532616551676,6.56229058613712,1.44034203221593
"AL136309.4",8,6,0.0905536773297495,0.120738236439666,0.141490120827734,0.188653494436978
"AL136309.2",18,29,0.437676107093789,0.271661031989249,0.192216120814137,0.119306557746706
"AL136309.3",0,0,0,0,0,0
"AL162718.1",12,31,0.467860666203706,0.181107354659499,0.117287707747231,0.0454016933215089
"AL159166.1",8,28,0.422583827538831,0.120738236439666,0.113445322829216,0.0324129493797761
"AL162718.3",0,0,0,0,0,0
"AL162718.2",0,0,0,0,0,0
"LINC02533",0,0,0,0,0,0
"AL034376.2",0,0,0,0,0,0
"AL034376.1",7,3,0.0452768386648748,0.105645956884708,0.0396122822964784,0.0924286586917829
"CDYL",409,1601,24.1627395674882,6.17274233797793,5.29652335981766,1.35307811003462
"AL356747.1",0,0,0,0,0,0
"AL022725.1",3,0,0,0.0452768386648748,0,0.122701459796409
"RPP40",79,238,3.59196253408006,1.1922900848417,1.81687533337383,0.603080467800557
"AL359643.3",45,262,3.95417724339906,0.679152579973122,0.639110593728635,0.10977090350301
"AL359643.2",5,12,0.181107354659499,0.0754613977747913,0.0553337472225784,0.0230557280094077
"PPP1R3G",7,19,0.286753311544207,0.105645956884708,0.0584376017004701,0.0215296427317521
"LYRM4",169,533,8.04418500279275,2.55059524478794,0.851867521210712,0.27010433599364
"FARS2",83,301,4.54277614604243,1.25265920306154,0.939560733411052,0.259081531139925
"AL021328.1",0,0,0,0,0,0
"AL022097.1",0,0,0,0,0,0
"AL136307.1",1,0,0,0.0150922795549583,0,0.0367208748295821
"NRN1",2,2,0.0301845591099165,0.0301845591099165,0.0132040940988261,0.0132040940988261
"F13A1",0,0,0,0,0,0
"LY86-AS1",0,0,0,0,0,0
"AL162719.1",0,0,0,0,0,0
"LY86",0,0,0,0,0,0
"AL031123.2",0,0,0,0,0,0
"AL031123.1",0,0,0,0,0,0
"AL031123.4",0,0,0,0,0,0
"AL031123.5",1,5,0.0754613977747913,0.0150922795549583,0.0169158031326589,0.00338316062653178
"AL136361.1",0,0,0,0,0,0
"AL158817.1",0,0,0,0,0,0
"AL139390.1",0,0,0,0,0,0
"RREB1",2305,3805,57.4261237066162,34.7877043741788,3.32827887484735,2.01621098725969
"AL355336.1",194,79,1.1922900848417,2.9279022336619,0.711390265418677,1.74695837330662
"AL139095.5",0,0,0,0,0,0
"SSR1",1871,8675,130.925525139263,28.2376550473269,11.5363049730604,2.48811834058744
"AL139095.4",0,0,0,0,0,0
"CAGE1",11,5,0.0754613977747913,0.166015075104541,0.0214928504058078,0.0472842708927772
"RIOK1",363,578,8.72333758276587,5.47849747844985,2.96712162679111,1.86343451647954
"AL031058.1",82,168,2.53550296523299,1.23756692350658,2.85529613201913,1.39365644539029
"DSP",16065,118600,1789.94435521805,242.457471050404,178.139366562306,24.129923472373
"SNRNP48",820,979,14.7753416843041,12.3756692350658,2.53132459898991,2.12021059363813
"BMP6",2,3,0.0452768386648748,0.0301845591099165,0.0119653379135504,0.00797689194236694
"TXNDC5",1137,8406,126.865701938979,17.1599218539875,29.090965819532,3.93485940242778
"BLOC1S5",121,573,8.64787618499108,1.82616582614995,2.62295304367336,0.553887117424916
"EEF1E1",285,653,9.85525854938774,4.3012996731631,4.71995141254202,2.06000942201298
"AL355499.1",3,1,0.0150922795549583,0.0452768386648748,0.00326390128783699,0.00979170386351098
"AL359378.1",0,2,0.0301845591099165,0,0.0211376464355158,0
"SLC35B3",354,1237,18.6691498094834,5.34266696245522,6.60153812216526,1.88920331062773
"HULC",56,85,1.28284376217145,0.845167655077662,0.0265077748149902,0.0174639457604641
"AL137220.1",0,0,0,0,0,0
"TFAP2A",35,14,0.211291913769416,0.528229784423539,0.0257108680663684,0.064277170165921
"TFAP2A-AS2",8,1,0.0150922795549583,0.120738236439666,0.00440393333964349,0.035231466717148
"TFAP2A-AS1",1,2,0.0301845591099165,0.0150922795549583,0.017839573942031,0.00891978697101552
"AL138885.2",1,0,0,0.0150922795549583,0,0.0280005186548391
"AL138885.3",3,0,0,0.0452768386648748,0,0.0744684846461756
"LINC00518",1,0,0,0.0150922795549583,0,0.00741271097984197
"MIR5689HG",3,0,0,0.0452768386648748,0,0.0526474868196218
"LINC02522",0,0,0,0,0,0
"GCNT2",10,34,0.513137504868581,0.150922795549583,0.0565627761098524,0.0166361106205448
"AL139039.3",0,0,0,0,0,0
"AL358777.1",0,0,0,0,0,0
"C6orf52",6,3,0.0452768386648748,0.0905536773297495,0.0512181432860574,0.102436286572115
"PAK1IP1",261,604,9.11573685119479,3.9390849638441,5.98538204280682,2.58639853174268
"TMEM14C",332,2281,34.4254896648598,5.01063681224614,26.0601738568204,3.79306344606067
"AL024498.1",3,2,0.0301845591099165,0.0452768386648748,0.0205197546634375,0.0307796319951562
"TMEM14B",331,1059,15.9827240487008,4.99554453269118,3.31936117314658,1.03749626847169
"MAK",0,0,0,0,0,0
"GCM2",0,0,0,0,0,0
"AL357497.1",0,1,0.0150922795549583,0,0.0226610804128502,0
"SYCP2L",1,9,0.135830515994624,0.0150922795549583,0.0342833205438224,0.00380925783820249
"ELOVL2",1,8,0.120738236439666,0.0150922795549583,0.0302753852657137,0.00378442315821421
"ELOVL2-AS1",0,1,0.0150922795549583,0,0.00590233850409005,0
"SMIM13",486,1832,27.6490561446835,7.33484786370971,5.65767467662851,1.50088967949861
"ERVFRD-1",0,0,0,0,0,0
"AL139807.1",3,4,0.060369118219833,0.0452768386648748,0.0857515883804446,0.0643136912853335
"NEDD9",2481,3251,49.0650008331693,37.4439455758514,4.73646112879325,3.61462936343773
"AL022098.1",5,7,0.105645956884708,0.0754613977747913,0.0248988821316775,0.0177849158083411
"AL445430.2",0,0,0,0,0,0
"AL445430.1",0,0,0,0,0,0
"TMEM170B",414,1697,25.6115984047642,6.24820373575272,2.8806206731261,0.702756015718448
"AL357518.1",24,12,0.181107354659499,0.362214709318998,0.421179894556975,0.842359789113949
"ADTRP",24,41,0.618783461753288,0.362214709318998,0.14910444861525,0.0872806528479513
"AL022724.3",16,36,0.543322063978497,0.241476472879332,0.214412811356944,0.0952945828253086
"AL022724.2",0,0,0,0,0,0
"AL157373.1",0,0,0,0,0,0
"AL157373.2",18,33,0.498045225313622,0.271661031989249,0.582509035454529,0.317732201157016
"HIVEP1",2709,5578,84.1847353575571,40.8849853143819,7.64968063221782,3.71512815214738
"EDN1",7892,3753,56.6413251697583,119.108270247731,27.8335750219943,58.5298625295973
"LINC02530",0,0,0,0,0,0
"PHACTR1",45,292,4.40694563004781,0.679152579973122,0.393547564747974,0.0606494534714343
"AL008729.1",58,53,0.799890816412788,0.875352214187579,0.256786778944715,0.281011946769688
"TBC1D7",322,567,8.55732250766133,4.85971401669656,1.03100271176643,0.585507712855007
"AL008729.2",15,15,0.226384193324374,0.226384193324374,0.478613516542017,0.478613516542017
"GFOD1",98,181,2.73170259944744,1.47904339638591,0.255633782467476,0.138409451280733
"GFOD1-AS1",2,0,0,0.0301845591099165,0,0.090917346716616
"SIRT5",160,504,7.60650889569896,2.41476472879332,1.16574848976229,0.370078885638823
"AL441883.1",74,20,0.301845591099165,1.11682868706691,0.288847455597287,1.06873558570996
"NOL7",428,1291,19.4841329054511,6.45949564952213,8.24201899553769,2.73244316815657
"RANBP9",740,2790,42.1074599583335,11.1682868706691,11.6383250299429,3.08686757066587
"Z93020.1",0,0,0,0,0,0
"MCUR1",516,1343,20.2689314423089,7.78761625035846,3.34636477502211,1.28572168571214
"AL023583.1",3,3,0.0452768386648748,0.0452768386648748,0.0396122822964784,0.0396122822964784
"RNF182",59,190,2.86753311544207,0.890444493742537,0.699739657257703,0.217287577780024
"AL022396.1",0,1,0.0150922795549583,0,0.0390991698314981,0
"CD83",30,59,0.890444493742537,0.452768386648748,0.373508596368514,0.189919625272126
"AL133259.1",0,0,0,0,0,0
"AL353152.2",10,1,0.0150922795549583,0.150922795549583,0.00506962699192417,0.0506962699192417
"AL353152.1",2,0,0,0.0301845591099165,0,0.0642224661913117
"LINC01108",0,0,0,0,0,0
"AL080313.2",0,1,0.0150922795549583,0,0.0187948686861249,0
"AL080313.1",0,0,0,0,0,0
"AL009177.1",0,0,0,0,0,0
"AL109914.1",0,0,0,0,0,0
"AL138720.1",0,1,0.0150922795549583,0,0.00413034470579044,0
"AL136162.1",7,3,0.0452768386648748,0.105645956884708,0.0420007779822586,0.0980018152919367
"JARID2",1359,2171,32.7653389138144,20.5104079151883,5.24749181835592,3.2848186923748
"JARID2-AS1",7,2,0.0301845591099165,0.105645956884708,0.0663396903514649,0.232188916230127
"DTNBP1",218,433,6.53495704729692,3.2901169429809,2.14120479924539,1.0780199682113
"AL021978.1",1,0,0,0.0150922795549583,0,0.0123302937540509
"LINC02543",0,0,0,0,0,0
"MYLIP",201,358,5.40303608067506,3.03354819054661,1.75880080751141,0.987483134943558
"GMPR",26,175,2.64114892211769,0.392399268428915,1.18703322342368,0.176359221765804
"AL009031.1",0,0,0,0,0,0
"ATXN1",2741,5424,81.8605243060936,41.3679382601406,4.59580756265964,2.32247576129242
"AL137003.1",138,67,1.0111827301822,2.08273457858424,1.44868585985989,2.98386042777112
"AL137003.2",162,207,3.12410186787636,2.44494928790324,1.23093060200014,0.963336992869676
"AL133405.2",0,0,0,0,0,0
"AL133405.1",3,1,0.0150922795549583,0.0452768386648748,0.0183828009195594,0.0551484027586782
"AL138740.1",0,0,0,0,0,0
"STMND1",0,1,0.0150922795549583,0,0.00523673822170654,0
"AL136305.1",4,9,0.135830515994624,0.060369118219833,0.0383377126713588,0.0170389834094928
"RBM24",1386,3252,49.0800931127242,20.9178994631721,14.3299541934961,6.1074159016561
"CAP2",1219,7609,114.837155133677,18.3974887774941,34.3207277745599,5.49835289225766
"AL138824.1",5,11,0.166015075104541,0.0754613977747913,0.0590590804356246,0.0268450365616476
"FAM8A1",333,2703,40.7944316370522,5.0257290918011,8.63191528503008,1.0634213059249
"NUP153",1430,3773,56.9431707608575,21.5819597635903,9.44331190063972,3.57909780490718
"AL138724.1",21,35,0.528229784423539,0.316937870654123,0.485505316565753,0.291303189939452
"KIF13A",3037,9176,138.486757196297,45.8352530084082,12.4337185487787,4.1152139529905
"NHLRC1",103,121,1.82616582614995,1.5545047941607,0.81598115556298,0.694595529115595
"TPMT",167,811,12.2398387190711,2.52041068567803,3.84417045196958,0.791586270627522
