"Enh","Beluga.MaxDisScore"
"Enh749",2.59294918502563
"Enh75",3.22841251838389
"Enh750",2.59294918502563
"Enh751",1.96597347618473
"Enh752",1.40656993061385
"Enh753",2.49308927431331
"Enh754",3.24641694034115
"Enh755",2.5044556623148
"Enh756",1.71464525894712
"Enh757",1.92962960959607
"Enh758",1.56006760438665
"Enh759",3.82681372867281
"Enh76",2.36431523735229
"Enh760",2.7731424294537
"Enh762",0.697974440470946
"Enh763",2.2269453065625
"Enh764",2.2269453065625
"Enh765",0.676840751802162
"Enh766",0.813040840779683
"Enh767",1.3222288493085
"Enh768",1.47358317693469
"Enh769",2.20873051901951
"Enh77",1.19306744895422
"Enh770",0.212203130708512
"Enh771",2.09344948084469
"Enh772",1.76545740866316
"Enh773",3.30189945350626
"Enh774",0.732323844037107
"Enh775",0.867397750104445
"Enh776",1.8304137266487
"Enh777",1.53348826149902
"Enh778",2.35467599833942
"Enh779",2.84314809862736
"Enh78",1.58027549642166
"Enh780",1.75965047323281
"Enh781",3.30364361039286
"Enh782",1.04121162210352
"Enh783",1.62607704759706
"Enh785",2.55191233315289
"Enh786",2.65836766402418
"Enh787",3.55439579516975
"Enh788",3.55439579516975
"Enh789",3.55439579516975
"Enh79",2.92226881998449
"Enh790",3.55439579516975
"Enh791",2.91435271134656
"Enh792",3.82390873804907
"Enh793",2.88840147478373
"Enh794",2.52563802382168
"Enh795",2.52563802382168
"Enh798",2.15595795789679
"Enh799",3.5157001592293
"Enh8",2.60660030453136
"Enh80",2.64801054437125
"Enh800",4.08618614231987
"Enh801",4.08618614231987
"Enh802",3.85078088426434
"Enh803",3.85078088426434
"Enh804",3.05158703373233
"Enh805",3.05158703373233
"Enh806",3.79860287294808
"Enh807",3.68193666294931
"Enh808",3.08512818193162
"Enh809",3.32422165740971
"Enh81",2.52592949663916
"Enh810",3.32422165740971
"Enh811",3.48017200491225
"Enh812",3.48017200491225
"Enh813",1.47269239559208
"Enh814",2.12165057772475
"Enh815",2.47327313255622
"Enh816",2.47327313255622
"Enh817",2.57251389074192
"Enh818",2.3833144789995
"Enh819",2.4003352211024
"Enh820",2.4003352211024
"Enh821",2.13147311317301
"Enh822",1.86674858749572
"Enh823",0.851082842353855
"Enh824",4.02687214177997
"Enh825",2.89585444910429
"Enh826",3.20690839912408
"Enh827",1.58893614252222
"Enh828",2.12101887654888
"Enh829",2.12101887654888
"Enh830",0.757329395757193
"Enh831",2.59380057616624
"Enh832",2.00912859515416
"Enh833",1.76545740866316
"Enh834",2.77546693713493
"Enh835",2.06833876026469
"Enh836",2.02979264114663
"Enh837",2.99697052901511
"Enh838",2.56511187897313
"Enh84",2.00810969601973
"Enh841",4.13076827440007
"Enh842",4.13076827440007
"Enh843",2.4003352211024
"Enh844",2.4003352211024
"Enh845",1.7851031924133
"Enh846",1.01640528267229
"Enh847",1.8420297563651
"Enh848",1.07840715497082
"Enh849",1.54792208649482
"Enh85",2.27687284112215
"Enh850",2.8046539413746
"Enh851",2.15552282419218
"Enh852",2.3362048776864
"Enh853",2.38468134328321
"Enh854",3.57024771838317
"Enh855",3.1481303986594
"Enh856",3.1481303986594
"Enh857",1.93211119327746
"Enh858",1.93211119327746
"Enh859",1.78949420929228
"Enh86",2.27687284112215
"Enh860",2.94309514828256
"Enh861",3.99567862191734
"Enh862",3.99567862191734
"Enh863",2.73494621126009
"Enh864",3.05060999286709
"Enh865",1.6622014227178
"Enh866",2.06991736655661
"Enh867",1.84921286900394
"Enh868",1.84921286900394
"Enh869",3.09474395071137
"Enh87",3.17392519665093
"Enh870",2.72769415536592
"Enh871",2.72769415536592
"Enh872",1.66522466830195
"Enh873",1.66522466830195
"Enh874",1.61579000018811
"Enh875",1.63997491079165
"Enh876",1.77983959044925
"Enh877",2.32239304718827
"Enh878",2.48638292607903
"Enh879",1.06611302125228
"Enh88",3.17392519665093
"Enh880",1.52271953314294
"Enh881",1.92197841944333
"Enh882",1.92197841944333
"Enh883",1.92197841944333
"Enh884",2.5034854811638
"Enh885",1.65627638613769
"Enh886",1.65627638613769
"Enh887",1.6813107300314
"Enh888",0.998859304865716
"Enh889",1.01947397062507
"Enh89",3.16115090863335
"Enh890",1.34167373469163
"Enh892",1.5131446447089
"Enh893",2.75399409567748
"Enh894",2.04740126542179
"Enh895",2.19483909833255
"Enh896",2.8610660594277
"Enh897",1.6975608359085
"Enh898",1.60065515180232
"Enh899",1.81627474192597
"Enh9",3.19722627402406
"Enh90",3.38195190224136
"Enh900",1.81627474192597
"Enh901",2.60888838612072
"Enh902",2.60888838612072
"Enh903",2.78383409745
"Enh904",2.78383409745
"Enh905",1.32628809115383
"Enh906",1.32628809115383
"Enh907",0.938713428959497
"Enh908",1.5114915869563
"Enh909",1.64187471470431
"Enh91",3.90308998351744
"Enh910",2.28793985745465
"Enh911",2.6927179527526
"Enh912",1.35869448399142
"Enh913",3.31605286834932
"Enh914",1.80804623281909
"Enh915",2.79371395531747
"Enh916",2.79371395531747
"Enh917",2.44393884086976
"Enh919",1.23043806414456
"Enh92",3.90308998351744
"Enh920",2.25829701596354
"Enh922",1.50744912828185
"Enh923",2.61475131741791
"Enh924",1.29760393272972
"Enh925",2.72584215050531
"Enh926",3.03857890545891
"Enh927",3.03857890545891
"Enh928",2.3269790927789
"Enh929",2.66958622644786
"Enh93",1.60225112293466
"Enh930",2.66958622644786
"Enh931",2.66958622644786
"Enh932",3.75448732971811
"Enh933",2.43132902187285
"Enh934",3.65169513500438
"Enh935",3.65169513500438
"Enh936",1.84557602685492
"Enh937",1.93475649877616
"Enh938",3.63638801822783
"Enh939",3.63638801822783
"Enh94",1.78065128266021
"Enh940",3.02733440727137
"Enh941",1.6187404794331
"Enh942",2.04114954827258
"Enh943",1.64395501129364
"Enh944",1.64395501129364
"Enh945",2.46079840058038
"Enh946",2.44333573775689
"Enh947",1.39911418962086
"Enh948",2.84893674633955
"Enh949",4.31875875357618
"Enh95",1.6884156527745
"Enh950",1.3767920729407
"Enh951",2.80493100325426
"Enh952",3.9913998239801
"Enh954",2.48082853604694
"Enh955",1.34358553969338
"Enh956",3.1390633787017
"Enh957",3.1390633787017
"Enh958",3.1390633787017
"Enh959",2.94005811155973
"Enh96",1.45536154336427
"Enh960",2.02979264114663
"Enh961",2.02979264114663
"Enh962",1.3252582377786
"Enh963",2.34843126103733
"Enh964",2.0581905269415
"Enh965",1.92844936059624
"Enh966",1.99003946848696
"Enh967",2.21738406789675
"Enh968",1.93655404683944
"Enh969",1.25170341293501
"Enh97",1.45536154336427
"Enh970",2.05784307148289
"Enh971",2.05784307148289
"Enh972",1.34167373469163
"Enh973",1.49238696948473
"Enh974",3.12493873602922
"Enh975",2.86870220308138
"Enh976",1.75530239867857
"Enh977",2.16272729743453
"Enh978",2.16272729743453
"Enh979",1.71388049738716
"Enh98",2.50182733922553
"Enh99",2.84254323156354
